"rank","fragment_id","fragment_smiles","total_compounds","tp_count","tn_count","fp_count","fn_count","avg_attribution","min_attribution","inactivity_rate_percent","negative_appearances","total_appearances","negative_consistency_percent","min_attribution_ever","max_attribution_ever","lowest_attribution_example","highest_attribution_example","active_negative_attribution_example","inactive_positive_attribution_example"
98,17825,C1=CC=C(C2=CC=NC(C3=CNC=C3)=C2)C=C1,11,0,11,0,0,-0.4679,-0.6110,100.00,11,11,100.0,-0.611,-0.367,LOWEST ATTR (INACTIVE): CHEMBL4085681 | SMILES: COC1=CC=C(C2=CC(C3=CNC4=CC=CC=C34)=NC(C3=CNC4=CC=CC=C34)=C2)C=C1 | Attribution: -0.611 | Prediction: 0.073 | MW: 415.5 | LogP: 7.05,HIGHEST ATTR (INACTIVE): CHEMBL4104488 | SMILES: COC1=CC(C2=CC(C3=CNC4=CC=CC=C34)=NC(C3=CNC4=CC=CC=C34)=C2)=CC=C1O | Attribution: -0.367 | Prediction: 0.123 | MW: 431.5 | LogP: 6.76,,
99,17816,C1=CC=C(C2=CC=NC(C3=CNC4=CC=CC=C34)=C2)C=C1,11,0,11,0,0,-0.4451,-0.5718,100.00,11,11,100.0,-0.572,-0.307,LOWEST ATTR (INACTIVE): CHEMBL4102370 | SMILES: ClC1=CC=CC=C1C1=CC(C2=CNC3=CC=CC=C23)=NC(C2=CNC3=CC=CC=C23)=C1 | Attribution: -0.572 | Prediction: 0.095 | MW: 419.9 | LogP: 7.70,HIGHEST ATTR (INACTIVE): CHEMBL4078096 | SMILES: C1=CC=C(C2=CC(C3=CNC4=CC=CC=C34)=NC(C3=CNC4=CC=CC=C34)=C2)C=C1 | Attribution: -0.307 | Prediction: 0.134 | MW: 385.5 | LogP: 7.05,,
100,17815,C1=CC=C(C2=CC(C3=CNC4=CC=CC=C34)=NC=C2)C=C1,11,0,11,0,0,-0.4451,-0.5718,100.00,11,11,100.0,-0.572,-0.307,LOWEST ATTR (INACTIVE): CHEMBL4102370 | SMILES: ClC1=CC=CC=C1C1=CC(C2=CNC3=CC=CC=C23)=NC(C2=CNC3=CC=CC=C23)=C1 | Attribution: -0.572 | Prediction: 0.095 | MW: 419.9 | LogP: 7.70,HIGHEST ATTR (INACTIVE): CHEMBL4078096 | SMILES: C1=CC=C(C2=CC(C3=CNC4=CC=CC=C34)=NC(C3=CNC4=CC=CC=C34)=C2)C=C1 | Attribution: -0.307 | Prediction: 0.134 | MW: 385.5 | LogP: 7.05,,
101,17805,C(C1=NC(C2=CNC3=CC=CC=C23)=CC(C2=CC=CC=C2)=C1)C1=CC=CC=C1,11,0,11,0,0,-0.4101,-0.5412,100.00,10,11,90.9,-0.541,-0.062,LOWEST ATTR (INACTIVE): CHEMBL4090291 | SMILES: ClC1=CC=CC(Cl)=C1C1=CC(C2=CNC3=CC=CC=C23)=NC(C2=CNC3=CC=CC=C23)=C1 | Attribution: -0.541 | Prediction: 0.128 | MW: 454.4 | LogP: 8.35,HIGHEST ATTR (INACTIVE): CHEMBL4078096 | SMILES: C1=CC=C(C2=CC(C3=CNC4=CC=CC=C34)=NC(C3=CNC4=CC=CC=C34)=C2)C=C1 | Attribution: -0.062 | Prediction: 0.134 | MW: 385.5 | LogP: 7.05,,
102,17804,C(C1=CC(C2=CC=CC=C2)=CC(C2=CNC3=CC=CC=C23)=N1)C1=CC=CC=C1,11,0,11,0,0,-0.4101,-0.5412,100.00,10,11,90.9,-0.541,-0.062,LOWEST ATTR (INACTIVE): CHEMBL4090291 | SMILES: ClC1=CC=CC(Cl)=C1C1=CC(C2=CNC3=CC=CC=C23)=NC(C2=CNC3=CC=CC=C23)=C1 | Attribution: -0.541 | Prediction: 0.128 | MW: 454.4 | LogP: 8.35,HIGHEST ATTR (INACTIVE): CHEMBL4078096 | SMILES: C1=CC=C(C2=CC(C3=CNC4=CC=CC=C34)=NC(C3=CNC4=CC=CC=C34)=C2)C=C1 | Attribution: -0.062 | Prediction: 0.134 | MW: 385.5 | LogP: 7.05,,
103,17811,C1=CC(C2=CNC3=CC=CC=C23)=NC(C2=CNC3=CC=CC=C23)=C1,11,0,11,0,0,-0.3572,-0.7616,100.00,8,11,72.7,-0.762,0.423,LOWEST ATTR (INACTIVE): CHEMBL4098699 | SMILES: CN(C)C1=CC=C(C2=CC(C3=CNC4=CC=CC=C34)=NC(C3=CNC4=CC=CC=C34)=C2)C=C1 | Attribution: -0.762 | Prediction: 0.082 | MW: 428.5 | LogP: 7.11,HIGHEST ATTR (INACTIVE): CHEMBL4078096 | SMILES: C1=CC=C(C2=CC(C3=CNC4=CC=CC=C34)=NC(C3=CNC4=CC=CC=C34)=C2)C=C1 | Attribution: 0.423 | Prediction: 0.134 | MW: 385.5 | LogP: 7.05,,INACTIVE w/ POS ATTR: CHEMBL4078096 | SMILES: C1=CC=C(C2=CC(C3=CNC4=CC=CC=C34)=NC(C3=CNC4=CC=CC=C34)=C2)C=C1 | Attribution: 0.423 | Prediction: 0.134 | MW: 385.5
104,17803,C1=CC=C(C2=CC(C3=CNC4=CC=CC=C34)=NC(C3=CNC4=CC=CC=C34)=C2)C=C1,11,0,11,0,0,-0.3124,-0.7527,100.00,9,11,81.8,-0.753,-0.065,LOWEST ATTR (INACTIVE): CHEMBL4098699 | SMILES: CN(C)C1=CC=C(C2=CC(C3=CNC4=CC=CC=C34)=NC(C3=CNC4=CC=CC=C34)=C2)C=C1 | Attribution: -0.753 | Prediction: 0.082 | MW: 428.5 | LogP: 7.11,HIGHEST ATTR (INACTIVE): CHEMBL4104488 | SMILES: COC1=CC(C2=CC(C3=CNC4=CC=CC=C34)=NC(C3=CNC4=CC=CC=C34)=C2)=CC=C1O | Attribution: -0.065 | Prediction: 0.123 | MW: 431.5 | LogP: 6.76,,
105,17810,C(C1=NC(C2=CNC=C2)=CC(C2=CC=CC=C2)=C1)C1=CC=CC=C1,11,0,11,0,0,-0.3112,-0.4795,100.00,10,11,90.9,-0.480,0.141,LOWEST ATTR (INACTIVE): CHEMBL4090291 | SMILES: ClC1=CC=CC(Cl)=C1C1=CC(C2=CNC3=CC=CC=C23)=NC(C2=CNC3=CC=CC=C23)=C1 | Attribution: -0.480 | Prediction: 0.128 | MW: 454.4 | LogP: 8.35,HIGHEST ATTR (INACTIVE): CHEMBL4078096 | SMILES: C1=CC=C(C2=CC(C3=CNC4=CC=CC=C34)=NC(C3=CNC4=CC=CC=C34)=C2)C=C1 | Attribution: 0.141 | Prediction: 0.134 | MW: 385.5 | LogP: 7.05,,INACTIVE w/ POS ATTR: CHEMBL4078096 | SMILES: C1=CC=C(C2=CC(C3=CNC4=CC=CC=C34)=NC(C3=CNC4=CC=CC=C34)=C2)C=C1 | Attribution: 0.141 | Prediction: 0.134 | MW: 385.5
106,17809,C(C1=CC(C2=CC=CC=C2)=CC(C2=CNC=C2)=N1)C1=CC=CC=C1,11,0,11,0,0,-0.3112,-0.4795,100.00,10,11,90.9,-0.480,0.141,LOWEST ATTR (INACTIVE): CHEMBL4090291 | SMILES: ClC1=CC=CC(Cl)=C1C1=CC(C2=CNC3=CC=CC=C23)=NC(C2=CNC3=CC=CC=C23)=C1 | Attribution: -0.480 | Prediction: 0.128 | MW: 454.4 | LogP: 8.35,HIGHEST ATTR (INACTIVE): CHEMBL4078096 | SMILES: C1=CC=C(C2=CC(C3=CNC4=CC=CC=C34)=NC(C3=CNC4=CC=CC=C34)=C2)C=C1 | Attribution: 0.141 | Prediction: 0.134 | MW: 385.5 | LogP: 7.05,,INACTIVE w/ POS ATTR: CHEMBL4078096 | SMILES: C1=CC=C(C2=CC(C3=CNC4=CC=CC=C34)=NC(C3=CNC4=CC=CC=C34)=C2)C=C1 | Attribution: 0.141 | Prediction: 0.134 | MW: 385.5
107,17819,C1=CC(C2=CNC=C2)=NC(C2=CNC3=CC=CC=C23)=C1,11,0,11,0,0,-0.2429,-0.7184,100.00,7,11,63.6,-0.718,0.762,LOWEST ATTR (INACTIVE): CHEMBL4077827 | SMILES: COC1=CC=C(C2=CC(C3=CNC4=CC=CC=C34)=NC(C3=CNC4=CC=CC=C34)=C2)C=C1OC | Attribution: -0.718 | Prediction: 0.042 | MW: 445.5 | LogP: 7.06,HIGHEST ATTR (INACTIVE): CHEMBL4078096 | SMILES: C1=CC=C(C2=CC(C3=CNC4=CC=CC=C34)=NC(C3=CNC4=CC=CC=C34)=C2)C=C1 | Attribution: 0.762 | Prediction: 0.134 | MW: 385.5 | LogP: 7.05,,INACTIVE w/ POS ATTR: CHEMBL4078096 | SMILES: C1=CC=C(C2=CC(C3=CNC4=CC=CC=C34)=NC(C3=CNC4=CC=CC=C34)=C2)C=C1 | Attribution: 0.762 | Prediction: 0.134 | MW: 385.5
108,17818,C1=CC(C2=CNC3=CC=CC=C23)=NC(C2=CNC=C2)=C1,11,0,11,0,0,-0.2429,-0.7184,100.00,7,11,63.6,-0.718,0.762,LOWEST ATTR (INACTIVE): CHEMBL4077827 | SMILES: COC1=CC=C(C2=CC(C3=CNC4=CC=CC=C34)=NC(C3=CNC4=CC=CC=C34)=C2)C=C1OC | Attribution: -0.718 | Prediction: 0.042 | MW: 445.5 | LogP: 7.06,HIGHEST ATTR (INACTIVE): CHEMBL4078096 | SMILES: C1=CC=C(C2=CC(C3=CNC4=CC=CC=C34)=NC(C3=CNC4=CC=CC=C34)=C2)C=C1 | Attribution: 0.762 | Prediction: 0.134 | MW: 385.5 | LogP: 7.05,,INACTIVE w/ POS ATTR: CHEMBL4078096 | SMILES: C1=CC=C(C2=CC(C3=CNC4=CC=CC=C34)=NC(C3=CNC4=CC=CC=C34)=C2)C=C1 | Attribution: 0.762 | Prediction: 0.134 | MW: 385.5
109,9253,C1=CC=C(CCN2CNCC=N2)C=C1,10,0,10,0,0,-0.6994,-0.7616,100.00,10,10,100.0,-0.762,-0.550,LOWEST ATTR (INACTIVE): CHEMBL2260264 | SMILES: C=C1CC(CN2N=CC(=O)NC2=O)(C2=CC=CC=C2)OC1=O | Attribution: -0.762 | Prediction: 0.008 | MW: 299.3 | LogP: 0.33,HIGHEST ATTR (INACTIVE): CHEMBL2260271 | SMILES: C=C1CC(CN2N=CC(=O)N(CC3(C4=CC=C(F)C=C4)CC(=C)C(=O)O3)C2=O)(C2=CC=C(F)C=C2)OC1=O | Attribution: -0.550 | Prediction: 0.045 | MW: 521.5 | LogP: 2.48,,
110,19999,C1C=C2CCCCC2C2CC[C@H]3CCCCC3[C@@H]12,10,0,10,0,0,-0.6963,-0.7616,100.00,10,10,100.0,-0.762,-0.589,LOWEST ATTR (INACTIVE): CHEMBL4536617 | SMILES: CC1(C)[C@H](O)[C@@H](O)[C@H](O)[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.762 | Prediction: 0.047 | MW: 502.7 | LogP: 4.35,HIGHEST ATTR (INACTIVE): CHEMBL4546526 | SMILES: CC1(C)[C@@H](O)[C@@H](O)[C@H](O)[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=CC=C6Cl)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.589 | Prediction: 0.022 | MW: 627.3 | LogP: 6.67,,
111,20003,C1C=C2CCCCC2C[C@H]1C1CCCCC1,10,0,10,0,0,-0.6478,-0.7192,100.00,10,10,100.0,-0.719,-0.559,LOWEST ATTR (INACTIVE): CHEMBL230006 | SMILES: CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.719 | Prediction: 0.031 | MW: 470.7 | LogP: 6.41,HIGHEST ATTR (INACTIVE): CHEMBL4546526 | SMILES: CC1(C)[C@@H](O)[C@@H](O)[C@H](O)[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=CC=C6Cl)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.559 | Prediction: 0.022 | MW: 627.3 | LogP: 6.67,,
112,19989,C1C=C2[C@@H]3CCCCC3CCC2C2CC[C@H]3CCCCC3[C@@H]12,10,0,10,0,0,-0.6440,-0.7616,100.00,10,10,100.0,-0.762,-0.497,LOWEST ATTR (INACTIVE): CHEMBL4573160 | SMILES: CCCCCOC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)[C@@H](O)[C@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1 | Attribution: -0.762 | Prediction: 0.044 | MW: 572.8 | LogP: 6.00,HIGHEST ATTR (INACTIVE): CHEMBL230006 | SMILES: CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.497 | Prediction: 0.031 | MW: 470.7 | LogP: 6.41,,
113,19993,C1C=C2C(CCC3CCCC[C@@H]23)C[C@H]1C1CCCCC1,10,0,10,0,0,-0.6169,-0.7366,100.00,10,10,100.0,-0.737,-0.444,LOWEST ATTR (INACTIVE): CHEMBL4573160 | SMILES: CCCCCOC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)[C@@H](O)[C@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1 | Attribution: -0.737 | Prediction: 0.044 | MW: 572.8 | LogP: 6.00,HIGHEST ATTR (INACTIVE): CHEMBL230006 | SMILES: CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.444 | Prediction: 0.031 | MW: 470.7 | LogP: 6.41,,
114,19994,C1C=C(CC2CC[C@H]3CCCCC3[C@@H]12)[C@@H]1CCCCC1,10,0,10,0,0,-0.6125,-0.7430,100.00,10,10,100.0,-0.743,-0.433,LOWEST ATTR (INACTIVE): CHEMBL4573160 | SMILES: CCCCCOC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)[C@@H](O)[C@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1 | Attribution: -0.743 | Prediction: 0.044 | MW: 572.8 | LogP: 6.00,HIGHEST ATTR (INACTIVE): CHEMBL230006 | SMILES: CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.433 | Prediction: 0.031 | MW: 470.7 | LogP: 6.41,,
115,19998,C1C=C(CC[C@H]1C1CCCCC1)[C@@H]1CCCCC1,10,0,10,0,0,-0.5949,-0.7168,100.00,10,10,100.0,-0.717,-0.447,LOWEST ATTR (INACTIVE): CHEMBL4573160 | SMILES: CCCCCOC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)[C@@H](O)[C@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1 | Attribution: -0.717 | Prediction: 0.044 | MW: 572.8 | LogP: 6.00,HIGHEST ATTR (INACTIVE): CHEMBL230006 | SMILES: CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.447 | Prediction: 0.031 | MW: 470.7 | LogP: 6.41,,
116,19986,C1C=C2C(CCC3CCC(COCC4=CC=CC=C4)C[C@@H]23)CC1,10,0,10,0,0,-0.5541,-0.7295,100.00,10,10,100.0,-0.729,-0.381,LOWEST ATTR (INACTIVE): CHEMBL4588483 | SMILES: CC1(C)[C@@H](O)[C@@H](O)[C@H](O)[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=C([N+](=O)[O-])C=C6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.729 | Prediction: 0.023 | MW: 637.8 | LogP: 5.92,HIGHEST ATTR (INACTIVE): CHEMBL1807166 | SMILES: CC1(C)C(=O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=CC=C6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.381 | Prediction: 0.008 | MW: 558.8 | LogP: 8.28,,
117,20249,C1CS/C(=N\CC2=CC=CC=C2)N1,10,0,10,0,0,-0.5504,-0.7616,100.00,10,10,100.0,-0.762,-0.369,LOWEST ATTR (INACTIVE): CHEMBL405490 | SMILES: O=C1CS/C(=N\C2=NSC3=CC=CC=C23)N1 | Attribution: -0.762 | Prediction: 0.018 | MW: 249.3 | LogP: 2.15,HIGHEST ATTR (INACTIVE): CHEMBL260886 | SMILES: COC1=CC(/C=C2\S/C(=N\C3=NSC4=CC=CC=C34)NC2=O)=CC=C1O | Attribution: -0.369 | Prediction: 0.046 | MW: 383.5 | LogP: 3.90,,
118,9249,C1COC(CN2CNCC=N2)C1,10,0,10,0,0,-0.5280,-0.7184,100.00,10,10,100.0,-0.718,-0.380,LOWEST ATTR (INACTIVE): CHEMBL2260266 | SMILES: C=C1CC(CN2N=CC(=O)NC2=O)(C2=CC=C(C3=CC=CC=C3)C=C2)OC1=O | Attribution: -0.718 | Prediction: 0.037 | MW: 375.4 | LogP: 2.00,HIGHEST ATTR (INACTIVE): CHEMBL2260270 | SMILES: C=C1CC(CN2N=CC(=O)N(CC3(C4=CC=CC=C4)CC(=C)C(=O)O3)C2=O)(C2=CC=CC=C2)OC1=O | Attribution: -0.380 | Prediction: 0.017 | MW: 485.5 | LogP: 2.20,,
119,7433,C1[C@@H]2[C@H](CN1C1=CC=CC=C1)ON[C@@H]2C1=CC=CC=C1,10,0,10,0,0,-0.4911,-0.7018,100.00,10,10,100.0,-0.702,-0.152,LOWEST ATTR (INACTIVE): CHEMBL388288 | SMILES: CN(C)C1=CC=C([C@@H]2[C@@H]3C(=O)N(C4=CC=CC=C4)C(=O)[C@@H]3ON2C)C=C1 | Attribution: -0.702 | Prediction: 0.012 | MW: 351.4 | LogP: 2.23,HIGHEST ATTR (INACTIVE): CHEMBL387702 | SMILES: CCN(CC)C1=CC=C([C@@H]2[C@@H]3C(=O)N(C4=CC=CC=C4)C(=O)[C@@H]3ON2C)C=C1 | Attribution: -0.152 | Prediction: 0.021 | MW: 379.5 | LogP: 3.01,,
120,39992,C(CNCC1=CNC=N1)NCNC1=NC=CS1,10,0,10,0,0,-0.4794,-0.6516,100.00,10,10,100.0,-0.652,-0.364,LOWEST ATTR (INACTIVE): CHEMBL2261582 | SMILES: NC1=NC(NCC(=O)NC(=S)NC2=NC3=C([N+](=O)[O-])C=CC=C3S2)=C2N=CN(S(=O)(=O)C3=CC=CC=C3)C2=N1 | Attribution: -0.652 | Prediction: 0.013 | MW: 584.6 | LogP: 2.09,HIGHEST ATTR (INACTIVE): CHEMBL2261588 | SMILES: COC1=CC=C2SC(NC(=S)NC(=O)CNC3=NC(N)=NC4=C3N=CN4S(=O)(=O)C3=CC=CC=C3)=NC2=C1 | Attribution: -0.364 | Prediction: 0.021 | MW: 569.7 | LogP: 2.19,,
121,9256,C1COC(CN2CNCC=N2)(C2=CC=CC=C2)C1,10,0,10,0,0,-0.4779,-0.5989,100.00,10,10,100.0,-0.599,-0.254,LOWEST ATTR (INACTIVE): CHEMBL2260267 | SMILES: C=C1CC(CN2N=C(C)C(=O)NC2=O)(C2=CC=CC=C2)OC1=O | Attribution: -0.599 | Prediction: 0.004 | MW: 313.3 | LogP: 0.64,HIGHEST ATTR (INACTIVE): CHEMBL2260266 | SMILES: C=C1CC(CN2N=CC(=O)NC2=O)(C2=CC=C(C3=CC=CC=C3)C=C2)OC1=O | Attribution: -0.254 | Prediction: 0.037 | MW: 375.4 | LogP: 2.00,,
122,39995,C(CNCC1=CNC=N1)NCNC1=NC2=CC=CC=C2S1,10,0,10,0,0,-0.4695,-0.5773,100.00,10,10,100.0,-0.577,-0.377,LOWEST ATTR (INACTIVE): CHEMBL2261582 | SMILES: NC1=NC(NCC(=O)NC(=S)NC2=NC3=C([N+](=O)[O-])C=CC=C3S2)=C2N=CN(S(=O)(=O)C3=CC=CC=C3)C2=N1 | Attribution: -0.577 | Prediction: 0.013 | MW: 584.6 | LogP: 2.09,HIGHEST ATTR (INACTIVE): CHEMBL2261588 | SMILES: COC1=CC=C2SC(NC(=S)NC(=O)CNC3=NC(N)=NC4=C3N=CN4S(=O)(=O)C3=CC=CC=C3)=NC2=C1 | Attribution: -0.377 | Prediction: 0.021 | MW: 569.7 | LogP: 2.19,,
123,36082,C(OCC1=CC=CC=C1)C1CCC2CCC3CCCC=C3[C@@H]2C1,10,0,10,0,0,-0.3749,-0.6291,100.00,10,10,100.0,-0.629,-0.113,LOWEST ATTR (INACTIVE): CHEMBL4553058 | SMILES: CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3CC=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=CC=C6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.629 | Prediction: 0.019 | MW: 546.8 | LogP: 8.89,HIGHEST ATTR (INACTIVE): CHEMBL4541317 | SMILES: CC1(C)[C@H](O)[C@@H]2O[C@@H]2[C@]2(C)[C@H]3CC=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=CC=C6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.113 | Prediction: 0.101 | MW: 560.8 | LogP: 7.88,,
124,20252,C1CS/C(=N\C2=NSC3=CC=CC=C23)N1,10,0,10,0,0,-0.2877,-0.5920,100.00,9,10,90.0,-0.592,0.073,LOWEST ATTR (INACTIVE): CHEMBL405490 | SMILES: O=C1CS/C(=N\C2=NSC3=CC=CC=C23)N1 | Attribution: -0.592 | Prediction: 0.018 | MW: 249.3 | LogP: 2.15,HIGHEST ATTR (INACTIVE): CHEMBL264164 | SMILES: O=C1N/C(=N/C2=NSC3=CC=CC=C23)S/C1=C\C1=CC=CC=C1Cl | Attribution: 0.073 | Prediction: 0.061 | MW: 371.9 | LogP: 4.84,,INACTIVE w/ POS ATTR: CHEMBL264164 | SMILES: O=C1N/C(=N/C2=NSC3=CC=CC=C23)S/C1=C\C1=CC=CC=C1Cl | Attribution: 0.073 | Prediction: 0.061 | MW: 371.9
125,14340,C1C=CC2CCCN12,10,0,10,0,0,-0.2754,-0.7616,100.00,6,10,60.0,-0.762,0.232,LOWEST ATTR (INACTIVE): CHEMBL4238137 | SMILES: O=C1C(O)=C(C2=CC=CC=C2[N+](=O)[O-])C2CCCN12 | Attribution: -0.762 | Prediction: 0.174 | MW: 260.2 | LogP: 1.87,HIGHEST ATTR (INACTIVE): CHEMBL4238576 | SMILES: O=C1C(O)=C(C2=CC=C(Br)C=C2)C2CCCN12 | Attribution: 0.232 | Prediction: 0.106 | MW: 294.1 | LogP: 2.72,,INACTIVE w/ POS ATTR: CHEMBL4238576 | SMILES: O=C1C(O)=C(C2=CC=C(Br)C=C2)C2CCCN12 | Attribution: 0.232 | Prediction: 0.106 | MW: 294.1
126,44635,C(\CC1=CC=CC=C1)=C1/CN2C(=NC3=C(CCC4=CC=CC=C34)C2C2=CC=CC=C2)S1,10,0,10,0,0,-0.2744,-0.5872,100.00,9,10,90.0,-0.587,-0.098,LOWEST ATTR (INACTIVE): CHEMBL3322492 | SMILES: COC1=CC=C2C3=C(CCC2=C1)C(C1=CC=CC([N+](=O)[O-])=C1)N1C(=N3)S/C(=C\C2=CNC3=CC=CC=C23)C1=O | Attribution: -0.587 | Prediction: 0.134 | MW: 534.6 | LogP: 4.72,HIGHEST ATTR (INACTIVE): CHEMBL3322485 | SMILES: O=C1/C(=C/C2=CNC3=CC=CC=C23)SC2=NC3=C(CCC4=CC=CC=C34)C(C3=CC=C(Cl)C=C3)N21 | Attribution: -0.098 | Prediction: 0.150 | MW: 494.0 | LogP: 5.45,,
127,44639,C1=C(N=C2S/C(=C\CC3=CC=CC=C3)CN2C1C1=CC=CC=C1)C1=CC=CC=C1,10,0,10,0,0,-0.2712,-0.5708,100.00,9,10,90.0,-0.571,-0.090,LOWEST ATTR (INACTIVE): CHEMBL3322492 | SMILES: COC1=CC=C2C3=C(CCC2=C1)C(C1=CC=CC([N+](=O)[O-])=C1)N1C(=N3)S/C(=C\C2=CNC3=CC=CC=C23)C1=O | Attribution: -0.571 | Prediction: 0.134 | MW: 534.6 | LogP: 4.72,HIGHEST ATTR (INACTIVE): CHEMBL3322485 | SMILES: O=C1/C(=C/C2=CNC3=CC=CC=C23)SC2=NC3=C(CCC4=CC=CC=C34)C(C3=CC=C(Cl)C=C3)N21 | Attribution: -0.090 | Prediction: 0.150 | MW: 494.0 | LogP: 5.45,,
128,44646,C(\CC1=CC=CC=C1)=C1/CN2C(=NC3=C(CCC=C3)C2C2=CC=CC=C2)S1,10,0,10,0,0,-0.2552,-0.5983,100.00,9,10,90.0,-0.598,-0.033,LOWEST ATTR (INACTIVE): CHEMBL3322492 | SMILES: COC1=CC=C2C3=C(CCC2=C1)C(C1=CC=CC([N+](=O)[O-])=C1)N1C(=N3)S/C(=C\C2=CNC3=CC=CC=C23)C1=O | Attribution: -0.598 | Prediction: 0.134 | MW: 534.6 | LogP: 4.72,HIGHEST ATTR (INACTIVE): CHEMBL3322485 | SMILES: O=C1/C(=C/C2=CNC3=CC=CC=C23)SC2=NC3=C(CCC4=CC=CC=C34)C(C3=CC=C(Cl)C=C3)N21 | Attribution: -0.033 | Prediction: 0.150 | MW: 494.0 | LogP: 5.45,,
129,16124,C(=N/N1CNN=C1C1=CC=C(SC2=CC=CC=C2)C=C1)\C1=CC=CC=C1,10,0,10,0,0,-0.2546,-0.5383,100.00,9,10,90.0,-0.538,-0.089,LOWEST ATTR (INACTIVE): CHEMBL561860 | SMILES: O=[N+]([O-])C1=CC=CC(/C=N/N2C(C3=CC=C(S(=O)(=O)C4=CC=CC=C4)C=C3)=NN(CN3CCOCC3)C2=S)=C1 | Attribution: -0.538 | Prediction: 0.033 | MW: 564.6 | LogP: 3.99,HIGHEST ATTR (INACTIVE): CHEMBL561861 | SMILES: CN(C)C1=CC=C(/C=N/N2C(C3=CC=C(S(=O)(=O)C4=CC=CC=C4)C=C3)=NN(CN3CCOCC3)C2=S)C=C1 | Attribution: -0.089 | Prediction: 0.072 | MW: 562.7 | LogP: 4.15,,
