"rank","fragment_id","fragment_smiles","total_compounds","tp_count","tn_count","fp_count","fn_count","avg_attribution","min_attribution","inactivity_rate_percent","negative_appearances","total_appearances","negative_consistency_percent","min_attribution_ever","max_attribution_ever","lowest_attribution_example","highest_attribution_example","active_negative_attribution_example","inactive_positive_attribution_example"
110,232387,C1=CC=C(C2=C(N3CCCC3)N3N=CN=C3C=C2)C=C1,7,0,7,0,0,-0.6342,-0.7119,100.00,7,7,100.0,-0.712,-0.282,LOWEST ATTR (INACTIVE): CHEMBL1215323 | SMILES: CCC1=NN2C(N3CC[C@H](N(C)C)C3)=C(C3=CC=CC=C3)C(C)=C(C#N)C2=N1 | Attribution: -0.712 | Prediction: 0.052 | MW: 374.5 | LogP: 3.28,HIGHEST ATTR (INACTIVE): CHEMBL1215324 | SMILES: CC1=C(C#N)C2=NC(C(C)(C)COCC3=CC=CC=C3)=NN2C(N2CC[C@H](N(C)C)C2)=C1C1=CC=CC=C1 | Attribution: -0.282 | Prediction: 0.041 | MW: 508.7 | LogP: 5.21,,
111,231737,C1=CC=C([C@@H]2COSO2)C=C1,7,0,7,0,0,-0.5848,-0.6104,100.00,7,7,100.0,-0.610,-0.567,LOWEST ATTR (INACTIVE): CHEMBL2051994 | SMILES: O=S1O[C@H](C2=CC=C(Cl)C=C2)[C@](CN2C=NC=N2)(C2=CC=C(Cl)C=C2Cl)O1 | Attribution: -0.610 | Prediction: 0.010 | MW: 444.7 | LogP: 4.50,HIGHEST ATTR (INACTIVE): CHEMBL2051995 | SMILES: O=S1O[C@H](C2=CC=CC=C2)[C@](CN2C=NC=N2)(C2=CC=C(Cl)C=C2Cl)O1 | Attribution: -0.567 | Prediction: 0.008 | MW: 410.3 | LogP: 3.85,,
112,227738,C1=CC=C([C@H]2OCOC2C2=CC=CC=C2)C=C1,7,0,7,0,0,-0.5380,-0.5896,100.00,7,7,100.0,-0.590,-0.496,LOWEST ATTR (INACTIVE): CHEMBL443230 | SMILES: ClC1=CC=C([C@@]2(CN3C=NC=N3)OCO[C@@H]2C2=CC=C(Cl)C=C2Cl)C=C1 | Attribution: -0.590 | Prediction: 0.026 | MW: 410.7 | LogP: 4.88,HIGHEST ATTR (INACTIVE): CHEMBL273435 | SMILES: FC1=CC=C([C@H]2OCO[C@]2(CN2C=NC=N2)C2=CC=C(Cl)C=C2)C=C1 | Attribution: -0.496 | Prediction: 0.015 | MW: 359.8 | LogP: 3.71,,
113,227734,C1=CC=C([C@@H]2COCO2)C=C1,7,0,7,0,0,-0.5175,-0.5469,100.00,7,7,100.0,-0.547,-0.459,LOWEST ATTR (INACTIVE): CHEMBL266615 | SMILES: FC1=CC=C([C@H]2OCO[C@]2(CN2C=NC=N2)C2=CC=C(Cl)C=C2Cl)C=C1 | Attribution: -0.547 | Prediction: 0.024 | MW: 394.2 | LogP: 4.37,HIGHEST ATTR (INACTIVE): CHEMBL273435 | SMILES: FC1=CC=C([C@H]2OCO[C@]2(CN2C=NC=N2)C2=CC=C(Cl)C=C2)C=C1 | Attribution: -0.459 | Prediction: 0.015 | MW: 359.8 | LogP: 3.71,,
114,231215,C1=CC=C(NC2=CC(C3=CC=CC=C3)=NC3=CC=CC=C23)C=C1,8,1,7,0,0,-0.5165,-0.7616,87.50,7,8,87.5,-0.762,0.700,LOWEST ATTR (INACTIVE): CHEMBL5180924 | SMILES: CCN(C1=CC=C(C)C=C1)C1=CC(C2=CC=CC(C)=C2)=NC2=CC=CC=C12 | Attribution: -0.762 | Prediction: 0.057 | MW: 352.5 | LogP: 6.68,HIGHEST ATTR (ACTIVE): CHEMBL5177551 | SMILES: CC1=CC=C(NC2=CC(C3=CC=C(C(C)(C)C)C=C3)=NC3=CC=CC=C23)C=C1 | Attribution: 0.700 | Prediction: 0.700 | MW: 366.5 | LogP: 7.25,,
115,229498,C1=CC2=CC3=C([N+]=C2C=C1)C1=CC=CC=C1S3,7,0,7,0,0,-0.5108,-0.6530,100.00,7,7,100.0,-0.653,-0.371,LOWEST ATTR (INACTIVE): CHEMBL224475 | SMILES: C[N+]1=C2C=CC(C#N)=CC2=CC2=C1C1=CC=CC=C1S2 | Attribution: -0.653 | Prediction: 0.126 | MW: 275.4 | LogP: 3.90,HIGHEST ATTR (INACTIVE): CHEMBL374689 | SMILES: C[N+]1=C2C=CC(C(N)=O)=CC2=CC2=C1C1=CC=CC=C1S2 | Attribution: -0.371 | Prediction: 0.024 | MW: 293.4 | LogP: 3.13,,
116,228916,C1=CC=C(C2=CC3=C(C=CS3)CO2)C=C1,7,0,7,0,0,-0.4084,-0.6471,100.00,7,7,100.0,-0.647,-0.263,LOWEST ATTR (INACTIVE): CHEMBL106668 | SMILES: CCOC(=O)C1=C(N)C2=C(C=C(C3=CC(F)=C(Cl)C=C3Cl)OC2=O)S1 | Attribution: -0.647 | Prediction: 0.029 | MW: 402.2 | LogP: 4.73,HIGHEST ATTR (INACTIVE): CHEMBL323295 | SMILES: CCOC(=O)C1=C(N)C2=C(C=C(C3=CC=C(OC)C=C3)OC2=O)S1 | Attribution: -0.263 | Prediction: 0.048 | MW: 345.4 | LogP: 3.29,,
117,231214,C1=CC=C(NC2=CC(C3=CC=CC=C3)=NC=C2)C=C1,8,1,7,0,0,-0.3909,-0.6957,87.50,7,8,87.5,-0.696,0.720,LOWEST ATTR (INACTIVE): CHEMBL5180924 | SMILES: CCN(C1=CC=C(C)C=C1)C1=CC(C2=CC=CC(C)=C2)=NC2=CC=CC=C12 | Attribution: -0.696 | Prediction: 0.057 | MW: 352.5 | LogP: 6.68,HIGHEST ATTR (ACTIVE): CHEMBL5177551 | SMILES: CC1=CC=C(NC2=CC(C3=CC=C(C(C)(C)C)C=C3)=NC3=CC=CC=C23)C=C1 | Attribution: 0.720 | Prediction: 0.700 | MW: 366.5 | LogP: 7.25,,
118,235942,C(/C=C/C1=CC=C2N=CC=CC2=C1)C1=CC=CC=C1,7,0,7,0,0,-0.3810,-0.7160,100.00,6,7,85.7,-0.716,-0.055,LOWEST ATTR (INACTIVE): CHEMBL1830285 | SMILES: O=C(/C=C/C1=CC=C2N=CC=CC2=C1)C1=CC=C(Br)C=C1 | Attribution: -0.716 | Prediction: 0.250 | MW: 338.2 | LogP: 4.89,HIGHEST ATTR (INACTIVE): CHEMBL1830281 | SMILES: O=C(/C=C/C1=CC=C2N=CC=CC2=C1)C1=CC=CC=C1 | Attribution: -0.055 | Prediction: 0.377 | MW: 259.3 | LogP: 4.13,,
119,228928,C(C1=CC(C2=CC=CC=C2)=CN=C1)[C@@H]1CCCCC1,7,0,7,0,0,-0.3762,-0.6905,100.00,6,7,85.7,-0.690,0.032,LOWEST ATTR (INACTIVE): CHEMBL2382274 | SMILES: C/C=C/[C@@H]1[C@H]2C[C@@H](C)CC[C@@H]2[C@](C)(Br)[C@H]2OC3=NC=C(C4=CC=C(O)C(Br)=C4)C(O)=C3C(=O)[C@@H]12 | Attribution: -0.690 | Prediction: 0.018 | MW: 591.3 | LogP: 6.89,HIGHEST ATTR (INACTIVE): CHEMBL2382268 | SMILES: C/C=C/[C@@H]1[C@H]2C[C@@H](C)CC[C@@H]2[C@](C)(O)[C@H]2OC3=NC=C(C4=CC=C(O)C=C4)C(O)=C3C(=O)[C@@H]12 | Attribution: 0.032 | Prediction: 0.022 | MW: 449.5 | LogP: 4.73,,INACTIVE w/ POS ATTR: CHEMBL2382268 | SMILES: C/C=C/[C@@H]1[C@H]2C[C@@H](C)CC[C@@H]2[C@](C)(O)[C@H]2OC3=NC=C(C4=CC=C(O)C=C4)C(O)=C3C(=O)[C@@H]12 | Attribution: 0.032 | Prediction: 0.022 | MW: 449.5
120,228934,C1C2=CC(C3=CC=CC=C3)=CN=C2O[C@@H]2CCCC[C@H]12,7,0,7,0,0,-0.3447,-0.6604,100.00,6,7,85.7,-0.660,0.027,LOWEST ATTR (INACTIVE): CHEMBL2382274 | SMILES: C/C=C/[C@@H]1[C@H]2C[C@@H](C)CC[C@@H]2[C@](C)(Br)[C@H]2OC3=NC=C(C4=CC=C(O)C(Br)=C4)C(O)=C3C(=O)[C@@H]12 | Attribution: -0.660 | Prediction: 0.018 | MW: 591.3 | LogP: 6.89,HIGHEST ATTR (INACTIVE): CHEMBL2382268 | SMILES: C/C=C/[C@@H]1[C@H]2C[C@@H](C)CC[C@@H]2[C@](C)(O)[C@H]2OC3=NC=C(C4=CC=C(O)C=C4)C(O)=C3C(=O)[C@@H]12 | Attribution: 0.027 | Prediction: 0.022 | MW: 449.5 | LogP: 4.73,,INACTIVE w/ POS ATTR: CHEMBL2382268 | SMILES: C/C=C/[C@@H]1[C@H]2C[C@@H](C)CC[C@@H]2[C@](C)(O)[C@H]2OC3=NC=C(C4=CC=C(O)C=C4)C(O)=C3C(=O)[C@@H]12 | Attribution: 0.027 | Prediction: 0.022 | MW: 449.5
121,229495,C1=CC2=CC3=C(C=CS3)[N+]=C2C=C1,7,0,7,0,0,-0.3252,-0.5898,100.00,7,7,100.0,-0.590,-0.140,LOWEST ATTR (INACTIVE): CHEMBL224475 | SMILES: C[N+]1=C2C=CC(C#N)=CC2=CC2=C1C1=CC=CC=C1S2 | Attribution: -0.590 | Prediction: 0.126 | MW: 275.4 | LogP: 3.90,HIGHEST ATTR (INACTIVE): CHEMBL1642704 | SMILES: C[N+]1=C2C=CC=CC2=CC2=C1C1=CC=CC(Cl)=C1S2 | Attribution: -0.140 | Prediction: 0.186 | MW: 284.8 | LogP: 4.69,,
122,230922,C(C(SC1=CC=CC=C1)=CSC1=CC=CC=C1)C1=CNC=C1,7,0,7,0,0,-0.3166,-0.6316,100.00,6,7,85.7,-0.632,-0.087,LOWEST ATTR (INACTIVE): CHEMBL234287 | SMILES: O=C1C(SC2=CC=C(Br)C=C2)=C(SC2=CC=C(Br)C=C2)C(=O)C2=C1C=CN2 | Attribution: -0.632 | Prediction: 0.470 | MW: 521.3 | LogP: 6.71,HIGHEST ATTR (INACTIVE): CHEMBL234503 | SMILES: CC1=CC=CC(SC2=C(SC3=CC=CC(C)=C3)C(=O)C3=C(C=CN3)C2=O)=C1 | Attribution: -0.087 | Prediction: 0.443 | MW: 391.5 | LogP: 5.81,,
123,227711,C1COC2CCC1O2,14,7,7,0,0,-0.1506,-0.7616,50.00,7,14,50.0,-0.762,0.684,LOWEST ATTR (INACTIVE): CHEMBL436691 | SMILES: C=C(CC[C@]12O[C@H](C(=O)O)[C@@](O)(C(=O)O)[C@](C(=O)O)(O1)[C@H](OC(=O)C1=CC=CC=C1)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)CC1=CC=CC=C1 | Attribution: -0.762 | Prediction: 0.123 | MW: 642.6 | LogP: 1.57,HIGHEST ATTR (ACTIVE): CHEMBL328960 | SMILES: C=C(CC[C@]12O[C@H](C(=O)O)[C@@](O)(C(=O)O)[C@](C(=O)O)(O1)[C@H](OC(=O)CCCCCCCCC)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)CC1=CC=CC=C1 | Attribution: 0.684 | Prediction: 0.593 | MW: 692.8 | LogP: 3.40,,
124,230923,C1C(SC2=CC=CC=C2)=C(SC2=CC=CC=C2)CC2=C1C=CN2,7,0,7,0,0,-0.1452,-0.6244,100.00,3,7,42.9,-0.624,0.204,LOWEST ATTR (INACTIVE): CHEMBL234287 | SMILES: O=C1C(SC2=CC=C(Br)C=C2)=C(SC2=CC=C(Br)C=C2)C(=O)C2=C1C=CN2 | Attribution: -0.624 | Prediction: 0.470 | MW: 521.3 | LogP: 6.71,HIGHEST ATTR (INACTIVE): CHEMBL234503 | SMILES: CC1=CC=CC(SC2=C(SC3=CC=CC(C)=C3)C(=O)C3=C(C=CN3)C2=O)=C1 | Attribution: 0.204 | Prediction: 0.443 | MW: 391.5 | LogP: 5.81,,INACTIVE w/ POS ATTR: CHEMBL234503 | SMILES: CC1=CC=CC(SC2=C(SC3=CC=CC(C)=C3)C(=O)C3=C(C=CN3)C2=O)=C1 | Attribution: 0.204 | Prediction: 0.443 | MW: 391.5
125,231672,C1C2=CC=CC=C2OCC1N1C=CN=C1,8,1,7,0,0,-0.1431,-0.5498,87.50,6,8,75.0,-0.550,0.679,LOWEST ATTR (INACTIVE): CHEMBL208246 | SMILES: O/N=C1\C2=CC=CC=C2OCC1N1C=CN=C1 | Attribution: -0.550 | Prediction: 0.104 | MW: 229.2 | LogP: 1.70,HIGHEST ATTR (ACTIVE): CHEMBL3415637 | SMILES: CC1OC2=CC=CC=C2/C(=N/NC2=CC=CC=C2)C1N1C=CN=C1 | Attribution: 0.679 | Prediction: 0.900 | MW: 318.4 | LogP: 3.72,,
126,228935,C1C2=CC(C3=CC=CC=C3)=CN=C2OC[C@@H]1C[C@H]1CCCCC1,7,0,7,0,0,-0.1359,-0.4800,100.00,3,7,42.9,-0.480,0.238,LOWEST ATTR (INACTIVE): CHEMBL2382275 | SMILES: C/C=C/[C@@H]1[C@H]2C[C@@H](C)CC[C@@H]2[C@](C)(Br)[C@H]2OC3=NC=C(C4=CC=C(O)C(Br)=C4Br)C(O)=C3C(=O)[C@@H]12 | Attribution: -0.480 | Prediction: 0.026 | MW: 670.2 | LogP: 7.66,HIGHEST ATTR (INACTIVE): CHEMBL2382268 | SMILES: C/C=C/[C@@H]1[C@H]2C[C@@H](C)CC[C@@H]2[C@](C)(O)[C@H]2OC3=NC=C(C4=CC=C(O)C=C4)C(O)=C3C(=O)[C@@H]12 | Attribution: 0.238 | Prediction: 0.022 | MW: 449.5 | LogP: 4.73,,INACTIVE w/ POS ATTR: CHEMBL2382268 | SMILES: C/C=C/[C@@H]1[C@H]2C[C@@H](C)CC[C@@H]2[C@](C)(O)[C@H]2OC3=NC=C(C4=CC=C(O)C=C4)C(O)=C3C(=O)[C@@H]12 | Attribution: 0.238 | Prediction: 0.022 | MW: 449.5
127,229821,C(\C=C\C1=CC=CC=C1)N/N=C/C1=CC2=CC=CC=C2N2N=NN=C12,6,0,6,0,0,-0.7616,-0.7616,100.00,6,6,100.0,-0.762,-0.762,LOWEST ATTR (INACTIVE): CHEMBL4573763 | SMILES: CN(C)C1=CC=C(/C=C2/C(=O)N(/N=C/C3=CC4=CC=CC=C4N4N=NN=C34)C(=S)N(C3=CC=CC=C3)C2=O)C=C1 | Attribution: -0.762 | Prediction: 0.013 | MW: 546.6 | LogP: 3.92,HIGHEST ATTR (INACTIVE): CHEMBL4452947 | SMILES: O=C1/C(=C/C2=CC=CC=C2)C(=O)N(C2=CC=CC=C2)C(=S)N1/N=C/C1=CC2=CC=CC=C2N2N=NN=C12 | Attribution: -0.762 | Prediction: 0.014 | MW: 503.5 | LogP: 3.86,,
128,229198,C1=CC=C(/N=N/C2=CC=CC(CNC3=CC=CC=C3)=C2)C=C1,6,0,6,0,0,-0.7616,-0.7616,100.00,6,6,100.0,-0.762,-0.762,LOWEST ATTR (INACTIVE): CHEMBL227176 | SMILES: O=C1[C@@H](Cl)[C@@H](C2=CC(/N=N/C3=CC=C([N+](=O)[O-])C=C3)=CC=C2O)N1C1=CC=C(Cl)C=C1 | Attribution: -0.762 | Prediction: 0.179 | MW: 457.3 | LogP: 6.06,HIGHEST ATTR (INACTIVE): CHEMBL227110 | SMILES: O=C1[C@@H](Cl)[C@@H](C2=CC(/N=N/C3=CC=CC([N+](=O)[O-])=C3)=CC=C2O)N1C1=CC=CC=C1 | Attribution: -0.762 | Prediction: 0.158 | MW: 422.8 | LogP: 5.41,,
129,231669,C1=CC=C(OCCO/N=C2/CCOC3=CC=CC=C23)C=C1,6,0,6,0,0,-0.7562,-0.7616,100.00,6,6,100.0,-0.762,-0.729,LOWEST ATTR (INACTIVE): CHEMBL3234732 | SMILES: ClC1=CC=CC(OCCO/N=C2\C3=CC=CC=C3OCC2N2C=CN=C2)=C1 | Attribution: -0.762 | Prediction: 0.066 | MW: 383.8 | LogP: 3.97,HIGHEST ATTR (INACTIVE): CHEMBL3234734 | SMILES: FC1=CC=CC(OCCO/N=C2\C3=CC=CC=C3OCC2N2C=CN=C2)=C1 | Attribution: -0.729 | Prediction: 0.083 | MW: 367.4 | LogP: 3.46,,
130,231665,C(=N/OCCOC1=CC=CC=C1)/C1=CC=CC=C1,6,0,6,0,0,-0.7409,-0.7585,100.00,6,6,100.0,-0.758,-0.725,LOWEST ATTR (INACTIVE): CHEMBL3234733 | SMILES: FC1=CC=C(OCCO/N=C2\C3=CC=CC=C3OCC2N2C=CN=C2)C=C1 | Attribution: -0.758 | Prediction: 0.059 | MW: 367.4 | LogP: 3.46,HIGHEST ATTR (INACTIVE): CHEMBL3234734 | SMILES: FC1=CC=CC(OCCO/N=C2\C3=CC=CC=C3OCC2N2C=CN=C2)=C1 | Attribution: -0.725 | Prediction: 0.083 | MW: 367.4 | LogP: 3.46,,
131,211368,C1=CC=C(SC2=CC(C3=CC=CN=C3SC3=CC=CC=C3)=CC=N2)C=C1,6,0,6,0,0,-0.7311,-0.7415,100.00,6,6,100.0,-0.742,-0.722,LOWEST ATTR (INACTIVE): CHEMBL2297472 | SMILES: CC1=CC=C(SC2=NC3=CC=C(C)C=C3C=C2C2=C(C#N)C(N)=NC(SC3=CC=C(Cl)C=C3)=C2C#N)C=C1 | Attribution: -0.742 | Prediction: 0.007 | MW: 550.1 | LogP: 8.20,HIGHEST ATTR (INACTIVE): CHEMBL2297471 | SMILES: CC1=CC=C(SC2=NC3=CC=C(C)C=C3C=C2C2=C(C#N)C(N)=NC(SC3=CC=C(C)C=C3)=C2C#N)C=C1 | Attribution: -0.722 | Prediction: 0.007 | MW: 529.7 | LogP: 7.85,,
132,231673,C1=CC=C(OCCO/N=C2\C3=CC=CC=C3OCC2N2C=CN=C2)C=C1,6,0,6,0,0,-0.7272,-0.7576,100.00,6,6,100.0,-0.758,-0.680,LOWEST ATTR (INACTIVE): CHEMBL3234735 | SMILES: ClC1=CC=C(OCCO/N=C2\C3=CC=CC=C3OCC2N2C=CN=C2)C(Cl)=C1 | Attribution: -0.758 | Prediction: 0.117 | MW: 418.3 | LogP: 4.62,HIGHEST ATTR (INACTIVE): CHEMBL3234734 | SMILES: FC1=CC=CC(OCCO/N=C2\C3=CC=CC=C3OCC2N2C=CN=C2)=C1 | Attribution: -0.680 | Prediction: 0.083 | MW: 367.4 | LogP: 3.46,,
133,228924,C1CCOC2=NC=CC=C12,6,0,6,0,0,-0.7229,-0.7616,100.00,6,6,100.0,-0.762,-0.595,LOWEST ATTR (INACTIVE): CHEMBL2382275 | SMILES: C/C=C/[C@@H]1[C@H]2C[C@@H](C)CC[C@@H]2[C@](C)(Br)[C@H]2OC3=NC=C(C4=CC=C(O)C(Br)=C4Br)C(O)=C3C(=O)[C@@H]12 | Attribution: -0.762 | Prediction: 0.026 | MW: 670.2 | LogP: 7.66,HIGHEST ATTR (INACTIVE): CHEMBL2382278 | SMILES: C/C=C/[C@@H]1[C@H]2C[C@@H](C)CC[C@@H]2[C@](C)(I)[C@H]2OC3=NC=C(C4=CC=C(O)C(I)=C4)C(O)=C3C(=O)[C@@H]12 | Attribution: -0.595 | Prediction: 0.014 | MW: 685.3 | LogP: 6.78,,
134,231666,C1=C/C(=N\OCCOC2=CC=CC=C2)CCO1,6,0,6,0,0,-0.7220,-0.7335,100.00,6,6,100.0,-0.733,-0.695,LOWEST ATTR (INACTIVE): CHEMBL3234735 | SMILES: ClC1=CC=C(OCCO/N=C2\C3=CC=CC=C3OCC2N2C=CN=C2)C(Cl)=C1 | Attribution: -0.733 | Prediction: 0.117 | MW: 418.3 | LogP: 4.62,HIGHEST ATTR (INACTIVE): CHEMBL3234734 | SMILES: FC1=CC=CC(OCCO/N=C2\C3=CC=CC=C3OCC2N2C=CN=C2)=C1 | Attribution: -0.695 | Prediction: 0.083 | MW: 367.4 | LogP: 3.46,,
135,229826,C(\C=C\C1=CC=CC=C1)N/N=C/C1=CC=CN2N=NN=C12,6,0,6,0,0,-0.7201,-0.7260,100.00,6,6,100.0,-0.726,-0.711,LOWEST ATTR (INACTIVE): CHEMBL4531601 | SMILES: CN(C)C1=CC=C(/C=C2/C(=O)N(/N=C/C3=CC4=CC=CC=C4N4N=NN=C34)C(=S)N(C3=CC=C(Cl)C=C3)C2=O)C=C1 | Attribution: -0.726 | Prediction: 0.014 | MW: 581.1 | LogP: 4.57,HIGHEST ATTR (INACTIVE): CHEMBL4573763 | SMILES: CN(C)C1=CC=C(/C=C2/C(=O)N(/N=C/C3=CC4=CC=CC=C4N4N=NN=C34)C(=S)N(C3=CC=CC=C3)C2=O)C=C1 | Attribution: -0.711 | Prediction: 0.013 | MW: 546.6 | LogP: 3.92,,
136,211366,C1=CC=C(SC2=CC(C3=CC=CN=C3)=CC=N2)C=C1,6,0,6,0,0,-0.7173,-0.7279,100.00,6,6,100.0,-0.728,-0.714,LOWEST ATTR (INACTIVE): CHEMBL2297472 | SMILES: CC1=CC=C(SC2=NC3=CC=C(C)C=C3C=C2C2=C(C#N)C(N)=NC(SC3=CC=C(Cl)C=C3)=C2C#N)C=C1 | Attribution: -0.728 | Prediction: 0.007 | MW: 550.1 | LogP: 8.20,HIGHEST ATTR (INACTIVE): CHEMBL2297485 | SMILES: CC1=CC=C(SC2=NC3=CC=CC=C3C=C2C2=C(C#N)C(N)=NC(SC3=CC=CC=C3)=C2C#N)C=C1 | Attribution: -0.714 | Prediction: 0.008 | MW: 501.6 | LogP: 7.23,,
137,229828,C(\C=C\C1=CC=CC=C1)N/N=C/CC1=NN=NN1,6,0,6,0,0,-0.6795,-0.6847,100.00,6,6,100.0,-0.685,-0.673,LOWEST ATTR (INACTIVE): CHEMBL4440823 | SMILES: CC1=CC=C(N2C(=O)/C(=C\C3=CC=CC=C3)C(=O)N(/N=C/C3=CC4=CC=CC=C4N4N=NN=C34)C2=S)C=C1 | Attribution: -0.685 | Prediction: 0.015 | MW: 517.6 | LogP: 4.16,HIGHEST ATTR (INACTIVE): CHEMBL4531601 | SMILES: CN(C)C1=CC=C(/C=C2/C(=O)N(/N=C/C3=CC4=CC=CC=C4N4N=NN=C34)C(=S)N(C3=CC=C(Cl)C=C3)C2=O)C=C1 | Attribution: -0.673 | Prediction: 0.014 | MW: 581.1 | LogP: 4.57,,
138,231671,C1=C/C(=N\OCCOC2=CC=CC=C2)C(N2C=CN=C2)CO1,6,0,6,0,0,-0.6749,-0.7208,100.00,6,6,100.0,-0.721,-0.619,LOWEST ATTR (INACTIVE): CHEMBL3234735 | SMILES: ClC1=CC=C(OCCO/N=C2\C3=CC=CC=C3OCC2N2C=CN=C2)C(Cl)=C1 | Attribution: -0.721 | Prediction: 0.117 | MW: 418.3 | LogP: 4.62,HIGHEST ATTR (INACTIVE): CHEMBL3234734 | SMILES: FC1=CC=CC(OCCO/N=C2\C3=CC=CC=C3OCC2N2C=CN=C2)=C1 | Attribution: -0.619 | Prediction: 0.083 | MW: 367.4 | LogP: 3.46,,
139,231523,C1=CN(CN2C=CN=C2)C=N1,6,0,6,0,0,-0.6386,-0.7616,100.00,6,6,100.0,-0.762,-0.430,LOWEST ATTR (INACTIVE): CHEMBL25813 | SMILES: CC(C)(N1C=CN=C1)N1C=CN=C1 | Attribution: -0.762 | Prediction: 0.042 | MW: 176.2 | LogP: 1.32,HIGHEST ATTR (INACTIVE): CHEMBL287183 | SMILES: CC(C1=CC=CC(OCC2=CC=C(Cl)C=C2)=C1)(N1C=CN=C1)N1C=CN=C1 | Attribution: -0.430 | Prediction: 0.023 | MW: 378.9 | LogP: 4.58,,
140,229199,C1C[C@@H](C2=CC(/N=N/C3=CC=CC=C3)=CC=C2)N1C1=CC=CC=C1,6,0,6,0,0,-0.6319,-0.7282,100.00,6,6,100.0,-0.728,-0.567,LOWEST ATTR (INACTIVE): CHEMBL388963 | SMILES: O=C1[C@@H](Cl)[C@@H](C2=CC(/N=N/C3=CC=C([N+](=O)[O-])C=C3)=CC=C2O)N1C1=CC=C(Br)C=C1 | Attribution: -0.728 | Prediction: 0.169 | MW: 501.7 | LogP: 6.17,HIGHEST ATTR (INACTIVE): CHEMBL441720 | SMILES: O=C1[C@@H](Cl)[C@@H](C2=CC(/N=N/C3=CC=C([N+](=O)[O-])C=C3)=CC=C2O)N1C1=CC=CC=C1 | Attribution: -0.567 | Prediction: 0.173 | MW: 422.8 | LogP: 5.41,,
141,231667,C(=N\OCCOC1=CC=CC=C1)/CN1C=CN=C1,6,0,6,0,0,-0.5976,-0.6693,100.00,6,6,100.0,-0.669,-0.516,LOWEST ATTR (INACTIVE): CHEMBL3234735 | SMILES: ClC1=CC=C(OCCO/N=C2\C3=CC=CC=C3OCC2N2C=CN=C2)C(Cl)=C1 | Attribution: -0.669 | Prediction: 0.117 | MW: 418.3 | LogP: 4.62,HIGHEST ATTR (INACTIVE): CHEMBL3234734 | SMILES: FC1=CC=CC(OCCO/N=C2\C3=CC=CC=C3OCC2N2C=CN=C2)=C1 | Attribution: -0.516 | Prediction: 0.083 | MW: 367.4 | LogP: 3.46,,
142,234912,C1=CC=C2N=C(C3=CC=NC=C3)C=CC2=C1,6,0,6,0,0,-0.5633,-0.6851,100.00,6,6,100.0,-0.685,-0.425,LOWEST ATTR (INACTIVE): CHEMBL2159771 | SMILES: ClC1=CC=C2N=C(C3=CC=NC=C3)C=CC2=C1 | Attribution: -0.685 | Prediction: 0.084 | MW: 240.7 | LogP: 3.95,HIGHEST ATTR (INACTIVE): CHEMBL450585 | SMILES: CC1=CC(C2=CC=NC=C2)=NC2=C(C(C)C)C=CC=C12 | Attribution: -0.425 | Prediction: 0.063 | MW: 262.4 | LogP: 4.73,,
143,229813,C1/C(=C/C2=CC=CC=C2)CN(C2=CC=CC=C2)CN1/N=C/C1=CC2=CC=CC=C2N2N=NN=C12,6,0,6,0,0,-0.5605,-0.6185,100.00,6,6,100.0,-0.619,-0.522,LOWEST ATTR (INACTIVE): CHEMBL4520047 | SMILES: O=C1/C(=C/C2=CC=CC=C2)C(=O)N(C2=CC=C(Cl)C=C2)C(=S)N1/N=C/C1=CC2=CC=CC=C2N2N=NN=C12 | Attribution: -0.619 | Prediction: 0.015 | MW: 538.0 | LogP: 4.51,HIGHEST ATTR (INACTIVE): CHEMBL4520490 | SMILES: CC1=CC=C(N2C(=O)/C(=C\C3=CC=C(N(C)C)C=C3)C(=O)N(/N=C/C3=CC4=CC=CC=C4N4N=NN=C34)C2=S)C=C1 | Attribution: -0.522 | Prediction: 0.014 | MW: 560.6 | LogP: 4.23,,
144,231670,C1=CC=C(OCCO/N=C(/CN2C=CN=C2)C2=CC=CC=C2)C=C1,6,0,6,0,0,-0.5583,-0.6389,100.00,6,6,100.0,-0.639,-0.472,LOWEST ATTR (INACTIVE): CHEMBL3234735 | SMILES: ClC1=CC=C(OCCO/N=C2\C3=CC=CC=C3OCC2N2C=CN=C2)C(Cl)=C1 | Attribution: -0.639 | Prediction: 0.117 | MW: 418.3 | LogP: 4.62,HIGHEST ATTR (INACTIVE): CHEMBL3234734 | SMILES: FC1=CC=CC(OCCO/N=C2\C3=CC=CC=C3OCC2N2C=CN=C2)=C1 | Attribution: -0.472 | Prediction: 0.083 | MW: 367.4 | LogP: 3.46,,
145,238275,C(=N\NC1=NC=CS1)/C1=CC=C2CCCC2=C1,6,0,6,0,0,-0.5488,-0.7528,100.00,6,6,100.0,-0.753,-0.338,LOWEST ATTR (INACTIVE): CHEMBL2336830 | SMILES: C/C(=N\NC1=NC([C@H](C)N)=CS1)C1=CC=C2CCCC2=C1 | Attribution: -0.753 | Prediction: 0.108 | MW: 300.4 | LogP: 3.49,HIGHEST ATTR (INACTIVE): CHEMBL2336829 | SMILES: C/C(=N\NC1=NC([C@@H]2CCCN2C(=O)OCC2=CC=CC=C2)=CS1)C1=CC=C2CCCC2=C1 | Attribution: -0.338 | Prediction: 0.041 | MW: 460.6 | LogP: 5.94,,
