"query_type","rank","fragment_id","fragment_smiles","pathogen_combination","pathogen_count","total_compounds_both_pathogens","total_tp_count","total_tn_count","overall_avg_attribution","overall_min_attribution","avg_inactivity_rate_percent","pathogen_breakdown"
NEGATIVE SCAFFOLDS,691,25817,C1CCC[C@H]2CCC3CCC[C@H]3[C@H]12,S. aureus + E. coli (NOT C. albicans),2,7,0,7,-0.2371,-0.3590,100.00,"e_coli: 4 compounds (0 TP, 4 TN) | Avg Attr: -0.179 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.295 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,692,81128,C(C=P(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CO1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.7616,-0.7616,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.762 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.762 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,693,72836,C(CNC1=CC=CC=C1)CC1=CN=CN1NC1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.7616,-0.7616,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.762 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.762 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,694,104695,C1CC2[C@H]3CCC4CCC[C@H]4C3CC[C@H]2CC1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.7600,-0.7616,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.761 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.759 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,695,87700,C(O[C@@H]1CCCCCCC1)C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.7581,-0.7616,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.762 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.755 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,696,18568,C(CNC1=CC=CC=C1)CC1=CN=CN1CC1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.7482,-0.7616,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.735 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.762 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,697,72837,C1NC=C(CNC2=CC=CC=C2)C(C2=CN=CN2NC2=CC=CC=C2)N1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.7470,-0.7522,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.742 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.752 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,698,96190,C1CC[C@@]2(COC2)N1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.7450,-0.7616,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.728 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.762 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,699,87703,C(O[C@@H]1CCCC2CCCC(C2)C1)C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.7396,-0.7545,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.749 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.730 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,700,104693,C1CC2CC(CC[C@H]2CC1)[C@H]1CCCC1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.7378,-0.7616,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.759 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.716 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,701,18569,C1NC=C(CNC2=CC=CC=C2)C(C2=CN=CN2CC2=CC=CC=C2)N1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.7318,-0.7505,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.713 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.750 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,702,81127,C(C=P(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CO1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.7234,-0.7387,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.716 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.731 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,703,179172,C1NC2=CC=CC=C2/C1=N\OCC1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.7216,-0.7616,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.762 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.682 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,704,43512,C1C=C([C@H]2CCC3C[C@H](CCC32)CCCOC2CCCCC2)CO1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.7173,-0.7616,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.746 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.689 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,705,92398,C1NC=C[C@]12CCC(CN1CCCC1)C2,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.7155,-0.7530,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.723 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.708 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,706,43499,C1C=C([C@H]2CCC3C[C@H](CCC32)CC[C@@H]2CO[C@@H]3CCCCC3O2)CO1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.7143,-0.7616,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.707 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.721 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,707,52478,C1C=CCC(CC2=CC3=CC=CC=C3C=C2)C1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.7087,-0.7489,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.702 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.715 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,708,43489,C1C=C([C@H]2CCC3C[C@H](CCC32)C2C[C@H]3OC4CCCC[C@H]4O[C@@H]3CC2)CO1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.7063,-0.7464,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.729 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.683 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,709,165344,C1CC(NCCCNC2=CC=C3OCOC3=C2)CN1C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.7055,-0.7581,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.719 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.692 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,710,168690,C(C1=CC=CC=C1)SC1C(CC2=CC=CC=C2)=CCN1C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.7026,-0.7616,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.718 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.687 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,711,27418,C(C1=CCCCC1)C1=CC=CC=C1C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,7,1,6,-0.7018,-0.7616,87.50,"e_coli: 4 compounds (1 TP, 3 TN) | Avg Attr: -0.660 | Inactivity: 75.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.744 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,712,165342,C1CC(NCCCNC2=CC=C3OCOC3=C2)CN1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.7017,-0.7616,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.749 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.654 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,713,43794,C(C[C@@H]1CCCC1)C1CCCCC1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.6983,-0.7616,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.642 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.755 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,714,26671,C1C=CC2[C@H](C1)CCC1OC3=CC=CC=C3C[C@@H]21,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.6971,-0.7464,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.690 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.704 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,715,165347,C1CC(N2CCC(NC3=CC=C4OCOC4=C3)CC2)CN1C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.6953,-0.7566,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.719 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.672 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,716,168693,C(C1=CCN(C2=CC=CC=C2)C12CN=C(C1=CC=CC=C1)S2)C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.6914,-0.7616,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.653 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.730 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,717,81126,C(C=PC1=CC=CC=C1)C1=CC=CO1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.6914,-0.7246,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.680 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.703 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,718,18983,C1N[C@H](CC2=CC=CC=C2)CN[C@@H]1CC1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.6883,-0.7616,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.630 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.746 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,719,111856,C1=CC=C([C@@H](C2=CNCNC2)C2=CNNC2)C=C1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.6826,-0.7616,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.662 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.703 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,720,165346,C1CC(N2CCC(NC3=CC=C4OCOC4=C3)CC2)CN1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.6817,-0.7616,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.749 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.614 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,721,27197,C(NC1CCCCC1)C(C1=CC=CC=C1)N(CC1=CC=CN1)C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.6807,-0.7327,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.732 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.629 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,722,168683,C1C=C(CC2=CC=CC=C2)C(N1)SCC1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.6756,-0.7616,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.749 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.602 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,723,43517,C1C=C([C@H]2CCC3C[C@H](CCC32)C2C[C@H]3OCCO[C@@H]3CC2)CO1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.6706,-0.7595,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.729 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.612 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,724,168691,C1C=C(CC2=CC=CC=C2)C2(CN=C(C3=CC=CC=C3)S2)N1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.6705,-0.6907,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.673 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.668 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,725,66240,C1=CCN(CC1)CCC1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.6691,-0.7398,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.676 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.662 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,726,104694,C1CC2[C@H]3CCCCC3CC[C@H]2CC1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.6683,-0.7197,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.695 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.642 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,727,5183,C(NC1=CC=CC=C1)C1=NNC=N1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.6590,-0.7616,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.573 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.745 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,728,85175,C1C[C@@H]2CCCCN2C1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.6579,-0.7616,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.710 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.606 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,729,183415,C1CC(NCCCCCN2CCCCC2)CN1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.6572,-0.7616,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.757 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.558 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,730,179171,C1NC=C/C1=N\OCC1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.6566,-0.6956,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.683 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.630 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,731,80761,C1N[C@@H]2NC3=CC=CC=C3C2C[C@H]1N1C=NC2=CC=CC=C2C1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.6565,-0.7616,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.702 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.611 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,732,13077,C1CNC/C1=C(/CC1CCCCC1)NCCCN1CCOCC1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.6563,-0.7616,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.677 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.636 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,733,165340,C(CNCCCNC1=CC=C2OCOC2=C1)NC1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.6507,-0.6887,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.622 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.680 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,734,165345,C(CN1CCC(NC2=CC=C3OCOC3=C2)CC1)NC1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.6486,-0.6824,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.622 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.675 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,735,168689,C(C1=CCN(C2=CC=CC=C2)C12CN=CS2)C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.6425,-0.7164,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.604 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.681 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,736,4087,C(/C=C/C1=CC=CC=C1)CC/C=C/C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.6361,-0.7616,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.638 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.634 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,737,168682,C1C=C(CC2=CC=CC=C2)C2(CN=CS2)N1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.6358,-0.6631,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.640 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.632 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,738,100478,C1CNC/C1=C\NC1CCCCC1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.6314,-0.7616,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.692 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.571 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,739,80770,C1N[C@@H]2NC=CC2C[C@H]1N1C=NC2=CC=CC=C2C1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.6303,-0.7211,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.661 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.600 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,740,168679,C(C1=CC=CC=C1)SC1C=CCN1C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.6294,-0.7335,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.639 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.620 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,741,80769,C1N[C@@H]2NC3=CC=CC=C3C2C[C@H]1N1CC=CN=C1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.6291,-0.7211,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.661 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.597 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,742,56040,C1NCCN[C@H]1C1=CNC=C1,S. aureus + E. coli (NOT C. albicans),2,7,1,6,-0.6258,-0.7616,87.50,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.742 | Inactivity: 100.00% || s_aureus: 4 compounds (1 TP, 3 TN) | Avg Attr: -0.509 | Inactivity: 75.00%"
NEGATIVE SCAFFOLDS,743,183417,C1CC(NCCCCCN2CCCCC2)CN1C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.6242,-0.7616,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.722 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.527 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,744,16550,C1=CC=C(CCCC2=CC=C3OCCCC3=C2)C=C1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.6229,-0.7194,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.691 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.554 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,745,80758,C1[C@H](N2C=NC3=CC=CC=C3C2)CC2C3=CC=CC=C3N3CCN1[C@@H]23,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.6210,-0.7516,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.715 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.527 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,746,183419,C1CC(N2CCC(CCN3CCCCC3)CC2)CN1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.6195,-0.7616,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.757 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.482 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,747,7262,C1NCC2=NC3=CC=CC=C3CN2[C@@H]1CCC1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.6174,-0.7449,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.576 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.659 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,748,183420,C1CC(N2CCC(CCN3CCCCC3)CC2)CN1C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.6159,-0.7599,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.721 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.510 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,749,168674,C(C1=CC=CC=C1)SCNC1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.6150,-0.6790,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.567 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.663 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,750,16531,C1=CC=C(COC2=CC=CC=C2CC2=CC=C3O[C@H](C4=CC=CC=C4)CCC3=C2)C=C1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.6126,-0.7492,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.494 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.731 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,751,168672,C1C=CC(N1)SCC1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.6111,-0.7616,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.693 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.529 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,752,80778,C1N[C@@H]2NC=CC2C[C@H]1N1CC=CN=C1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.6108,-0.6897,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.624 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.598 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,753,24012,C1CCOCC2=CC=CC=C2CSCCN1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.6101,-0.6892,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.616 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.604 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,754,16552,C1=CC=C(C=C1)CC1=CC=C2OCCCC2=C1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.6067,-0.7268,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.706 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.507 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,755,80762,C1NCC(C[C@H]1N1C=NC2=CC=CC=C2C1)C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.6064,-0.6843,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.661 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.552 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,756,168686,C(CC(NC1=CC=CC=C1)SCC1=CC=CC=C1)C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.6056,-0.6574,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.618 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.593 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,757,26670,C1C=CC(CC1)[C@@H]1CC2=CC=CC=C2OC1,S. aureus + E. coli (NOT C. albicans),2,6,0,6,-0.6041,-0.6979,100.00,"e_coli: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.589 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.619 | Inactivity: 100.00%"
