rank,fragment_id,fragment_smiles,total_compounds,tp_count,tn_count,fp_count,fn_count,avg_attribution,max_attribution,activity_rate_percent,positive_appearances,total_appearances,positive_consistency_percent,min_attribution_ever,max_attribution_ever,highest_attribution_example,lowest_attribution_example,inactive_positive_attribution_example,active_negative_attribution_example,mol,pathogen,pathogen_class,fragment_type,reliability_score,importance_tier
867,228725,C(C1=CC=C(C2=CSC=C2)C=C1)=NCCC1=CC=CC=C1,11,7,4,0,0,0.1689,0.7227,63.64,7,11,63.6,-0.493,0.723,HIGHEST ATTR (ACTIVE): CHEMBL5200713 | SMILES: FC1=CC=CC(F)=C1CC1(CN2C=NC=N2)COC(C2=CC=C(C3=CSC=C3)C=C2)=N1 | Attribution: 0.723 | Prediction: 0.654 | MW: 436.5 | LogP: 4.74,LOWEST ATTR (INACTIVE): CHEMBL5203903 | SMILES: ClC1=CC=CC(CC2(CN3C=CN=C3)COC(C3=CC=C(C4=CSC=C4)C=C3)=N2)=C1 | Attribution: -0.493 | Prediction: 0.222 | MW: 434.0 | LogP: 5.72,,,<rdkit.Chem.rdchem.Mol object at 0x000002168BA1DD20>,CA,Fungi,scaffold,1.5804006292651682,Reliable
868,228901,C1=CN2CNN=CC2=C1,7,7,0,0,0,0.163,0.1925,100.0,7,7,100.0,0.132,0.193,HIGHEST ATTR (ACTIVE): CHEMBL4799978 | SMILES: C[C@@H](N1N=CC2=CC(Cl)=CN2C1=O)[C@](O)(CN1C=NC=N1)C1=CC=C(F)C=C1F | Attribution: 0.193 | Prediction: 0.991 | MW: 420.8 | LogP: 2.17,LOWEST ATTR (ACTIVE): CHEMBL4799385 | SMILES: C[C@@H](N1N=CC2=CC(C3=CC=C(C#N)C=C3)=CN2C1=O)[C@](O)(CN1C=NC=N1)C1=CC=C(F)C=C1F | Attribution: 0.132 | Prediction: 0.992 | MW: 487.5 | LogP: 3.05,,,<rdkit.Chem.rdchem.Mol object at 0x000002168BA1DD90>,CA,Fungi,scaffold,2.0794415416798357,Moderate
869,228728,C1=CC(C2=CC=C(C3=NCCO3)C=C2)=CS1,11,7,4,0,0,0.1321,0.5885,63.64,7,11,63.6,-0.304,0.589,HIGHEST ATTR (ACTIVE): CHEMBL5200713 | SMILES: FC1=CC=CC(F)=C1CC1(CN2C=NC=N2)COC(C2=CC=C(C3=CSC=C3)C=C2)=N1 | Attribution: 0.589 | Prediction: 0.654 | MW: 436.5 | LogP: 4.74,LOWEST ATTR (INACTIVE): CHEMBL5203903 | SMILES: ClC1=CC=CC(CC2(CN3C=CN=C3)COC(C3=CC=C(C4=CSC=C4)C=C3)=N2)=C1 | Attribution: -0.304 | Prediction: 0.222 | MW: 434.0 | LogP: 5.72,,,<rdkit.Chem.rdchem.Mol object at 0x000002168BA1DE00>,CA,Fungi,scaffold,1.5804006292651682,Reliable
870,236630,C(=C/C1=CC=CC=C1)\C=C\[C@H]1OCCCO1,7,7,0,0,0,0.1184,0.2429,100.0,3,7,42.9,0.056,0.243,HIGHEST ATTR (ACTIVE): CHEMBL5178398 | SMILES: C[C@@H](S[C@H]1CO[C@H](/C=C/C=C/C2=CC=C(C#N)C=C2F)OC1)[C@](O)(CN1C=NC=N1)C1=CC=C(F)C=C1 | Attribution: 0.243 | Prediction: 0.983 | MW: 524.6 | LogP: 4.45,LOWEST ATTR (ACTIVE): CHEMBL5203517 | SMILES: C[C@@H](S[C@H]1CO[C@H](/C=C/C=C/C2=CC=C(OCC(F)(F)C(F)F)C=C2)OC1)[C@](O)(CN1C=NC=N1)C1=CC=C(F)C=C1F | Attribution: 0.056 | Prediction: 0.998 | MW: 629.6 | LogP: 5.86,,,<rdkit.Chem.rdchem.Mol object at 0x000002168BA1DE70>,CA,Fungi,scaffold,0.8920804213806495,Limited
871,233438,C1CCCCCCCCCCCCCC\C=C\C=C\C=C\C=C\C=C\CCO1,6,6,0,0,0,0.7616,0.7616,100.0,6,6,100.0,0.762,0.762,HIGHEST ATTR (ACTIVE): CHEMBL252059 | SMILES: CCCCC[C@@H](O)[C@H]1C(=O)O[C@H](C)[C@@H](O)/C=C/C=C/C=C/C=C/C=C(\C)[C@@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@@H]1O | Attribution: 0.762 | Prediction: 0.752 | MW: 654.8 | LogP: 1.89,LOWEST ATTR (ACTIVE): CHEMBL5200799 | SMILES: CCCCCC[C@H]1C(=O)O[C@H](C)[C@@H](O)/C=C/C=C/C=C/C=C/C=C(\C)[C@@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@@H]1O | Attribution: 0.762 | Prediction: 0.747 | MW: 638.8 | LogP: 2.92,,,<rdkit.Chem.rdchem.Mol object at 0x000002168BA1DEE0>,CA,Fungi,scaffold,1.9459101490553132,Moderate
872,229721,C(NNC1=CC=CC=C1)C1=NC=CC=C1,6,6,0,0,0,0.7616,0.7616,100.0,6,6,100.0,0.762,0.762,HIGHEST ATTR (ACTIVE): CHEMBL5398613 | SMILES: O=C(NNC1=CC=CC(F)=C1)C1=NC(F)=CC=C1F | Attribution: 0.762 | Prediction: 0.968 | MW: 267.2 | LogP: 2.26,LOWEST ATTR (ACTIVE): CHEMBL5406361 | SMILES: O=C(NNC1=CC=CC(F)=C1)C1=NC=C(F)C=C1F | Attribution: 0.762 | Prediction: 0.958 | MW: 267.2 | LogP: 2.26,,,<rdkit.Chem.rdchem.Mol object at 0x000002168BA1DF50>,CA,Fungi,scaffold,1.9459101490553132,Moderate
873,231326,C1=CCC(COCC[C@@H]2CCOC2)(C1)C[C@H]1CCCC1,6,6,0,0,0,0.7607,0.7616,100.0,6,6,100.0,0.756,0.762,HIGHEST ATTR (ACTIVE): CHEMBL295550 | SMILES: CC[C@@H]1CO[C@H]2[C@@H]1[C@H](O)[C@H](OCC13C[C@@H]4[C@H](C)CC[C@H]4C4(C=O)CC1C=C(C(C)C)C34C(=O)O)O[C@@H]2C | Attribution: 0.762 | Prediction: 0.963 | MW: 516.7 | LogP: 4.07,LOWEST ATTR (ACTIVE): CHEMBL296658 | SMILES: CC[C@@H]1CO[C@H]2[C@@H]1C[C@H](OCC13C[C@@H]4[C@H](C)CC[C@H]4C4(C=O)CC1C=C(C(C)C)C34C(=O)O)O[C@@H]2C | Attribution: 0.756 | Prediction: 0.973 | MW: 500.7 | LogP: 5.10,,,<rdkit.Chem.rdchem.Mol object at 0x000002168BA1DFC0>,CA,Fungi,scaffold,1.9459101490553132,Moderate
874,230218,C1=CN(CC[Se][Se]CCN2C=CN=C2)C=N1,6,6,0,0,0,0.7599,0.7616,100.0,6,6,100.0,0.752,0.762,HIGHEST ATTR (ACTIVE): CHEMBL5403668 | SMILES: FC1=CC=C(C(CN2C=CN=C2)[Se][Se]C(CN2C=CN=C2)C2=CC=C(F)C=C2)C=C1 | Attribution: 0.762 | Prediction: 0.968 | MW: 536.3 | LogP: 3.86,LOWEST ATTR (ACTIVE): CHEMBL5406202 | SMILES: C1=CC=C(C(CN2C=CN=C2)[Se][Se]C(CN2C=CN=C2)C2=CC=CC=C2)C=C1 | Attribution: 0.752 | Prediction: 0.965 | MW: 500.4 | LogP: 3.59,,,<rdkit.Chem.rdchem.Mol object at 0x000002168BA1E030>,CA,Fungi,scaffold,1.9459101490553132,Moderate
875,230437,C1=CN(CC[Se]CCN2C=CN=C2)C=N1,6,6,0,0,0,0.7598,0.7616,100.0,6,6,100.0,0.751,0.762,HIGHEST ATTR (ACTIVE): CHEMBL5395037 | SMILES: CC1=CC=C(C(CN2C=CN=C2)[Se]C(CN2C=CN=C2)C2=CC=C(C)C=C2)C=C1 | Attribution: 0.762 | Prediction: 0.967 | MW: 449.5 | LogP: 4.58,LOWEST ATTR (ACTIVE): CHEMBL5432399 | SMILES: C1=CC=C(C(CN2C=CN=C2)[Se]C(CN2C=CN=C2)C2=CC=CC=C2)C=C1 | Attribution: 0.751 | Prediction: 0.960 | MW: 421.4 | LogP: 3.97,,,<rdkit.Chem.rdchem.Mol object at 0x000002168BA1E0A0>,CA,Fungi,scaffold,1.9459101490553132,Moderate
876,228618,C1=C2[C@H](CC[C@H]3C4COC[C@@]23C[C@@H](N2N=CN=N2)C4)C2CCCCC2C1,6,6,0,0,0,0.7597,0.7616,100.0,6,6,100.0,0.751,0.762,HIGHEST ATTR (ACTIVE): CHEMBL3742052 | SMILES: CCN[C@@](C)(CO[C@H]1[C@H](N2N=NC(N)=N2)C[C@@]23COC[C@]1(C)[C@@H]2CC[C@H]1C3=CC[C@@]2(C)[C@H](C(=O)O)[C@@](C)([C@H](C)C(C)C)CC[C@]12C)C(C)C | Attribution: 0.762 | Prediction: 0.998 | MW: 683.0 | LogP: 6.79,LOWEST ATTR (ACTIVE): CHEMBL3740165 | SMILES: CC(=O)NC1=NN([C@@H]2C[C@@]34COC[C@](C)([C@@H]3CC[C@H]3C4=CC[C@@]4(C)[C@H](C(=O)O)[C@@](C)([C@H](C)C(C)C)CC[C@]34C)[C@H]2OC[C@](C)(N)C(C)C)N=N1 | Attribution: 0.751 | Prediction: 0.997 | MW: 697.0 | LogP: 6.52,,,<rdkit.Chem.rdchem.Mol object at 0x000002168BA1E110>,CA,Fungi,scaffold,1.9459101490553132,Moderate
877,235090,C(/C=C/C1=CC=CC=C1)NCCN1C=CN=C1,6,6,0,0,0,0.7589,0.7616,100.0,6,6,100.0,0.748,0.762,HIGHEST ATTR (ACTIVE): CHEMBL4798905 | SMILES: O=C(/C=C/C1=CC=C2C=CC=CC2=C1)NC(CN1C=CN=C1)C(=O)NCC1=CC=CC=C1 | Attribution: 0.762 | Prediction: 0.959 | MW: 424.5 | LogP: 3.55,LOWEST ATTR (ACTIVE): CHEMBL4777905 | SMILES: O=C(/C=C/C1=CC=C2OCCOC2=C1)NC(CN1C=CN=C1)C(=O)NCC1=CC=CC=C1 | Attribution: 0.748 | Prediction: 0.956 | MW: 432.5 | LogP: 2.17,,,<rdkit.Chem.rdchem.Mol object at 0x000002168BA1E180>,CA,Fungi,scaffold,1.9459101490553132,Moderate
878,230655,C(/C=C/C1=CC=CC=C1)NCCNCC1=CC=CN=C1,6,6,0,0,0,0.7556,0.7616,100.0,6,6,100.0,0.737,0.762,HIGHEST ATTR (ACTIVE): CHEMBL4786515 | SMILES: CN(CC(=O)NCC1=CC=CN=C1)C(=O)/C=C/C1=CC=C2OCCOC2=C1 | Attribution: 0.762 | Prediction: 0.882 | MW: 367.4 | LogP: 1.64,LOWEST ATTR (ACTIVE): CHEMBL4794641 | SMILES: O=C(/C=C/C1=CC=C2C=CC=CC2=C1)NCC(=O)NCC1=CC=CN=C1 | Attribution: 0.737 | Prediction: 0.813 | MW: 345.4 | LogP: 2.68,,,<rdkit.Chem.rdchem.Mol object at 0x000002168BA1E1F0>,CA,Fungi,scaffold,1.9459101490553132,Moderate
879,236975,C1=C(CC2=CCC[N+]=C2C(CC2=CC=CC=C2)C2=CC=CC(OCC3=CC=CC=C3)=C2)OCO1,6,6,0,0,0,0.7548,0.7616,100.0,6,6,100.0,0.739,0.762,HIGHEST ATTR (ACTIVE): CHEMBL1269241 | SMILES: COC1=CC=C2C(CC3=CC=C(C(C)C)C=C3)=C3C4=CC5=C(C=C4CC[N+]3=CC2=C1OCC1=CC=C(C(C)(C)C)C=C1)OCO5 | Attribution: 0.762 | Prediction: 0.961 | MW: 600.8 | LogP: 8.68,LOWEST ATTR (ACTIVE): CHEMBL1269239 | SMILES: COC1=CC=C2C(CC3=CC=C(C(C)C)C=C3)=C3C4=CC5=C(C=C4CC[N+]3=CC2=C1OCC1=CC=CC=C1)OCO5 | Attribution: 0.739 | Prediction: 0.930 | MW: 544.7 | LogP: 7.38,,,<rdkit.Chem.rdchem.Mol object at 0x000002168BA1E260>,CA,Fungi,scaffold,1.9459101490553132,Moderate
880,233030,C1=CC(CN2N=CN=N2)=CN=C1,6,6,0,0,0,0.7545,0.7616,100.0,6,6,100.0,0.719,0.762,HIGHEST ATTR (ACTIVE): CHEMBL4069504 | SMILES: FC1=CC=C2N=C(Cl)C(CN3N=NC(CC4=CC=CC=C4)=N3)=CC2=C1 | Attribution: 0.762 | Prediction: 0.990 | MW: 353.8 | LogP: 3.65,LOWEST ATTR (ACTIVE): CHEMBL4100104 | SMILES: CC1=CC=C2N=C(Cl)C(CN3N=NC(CSC4=CC=CC=C4)=N3)=CC2=C1 | Attribution: 0.719 | Prediction: 0.989 | MW: 381.9 | LogP: 4.52,,,<rdkit.Chem.rdchem.Mol object at 0x000002168BA1E2D0>,CA,Fungi,scaffold,1.9459101490553132,Moderate
881,229470,C1=CC(CN2C=NN=N2)=CN=C1,6,6,0,0,0,0.7539,0.7616,100.0,6,6,100.0,0.716,0.762,HIGHEST ATTR (ACTIVE): CHEMBL4086180 | SMILES: FC1=CC=C2N=C(Cl)C(CN3N=NN=C3CSC3=CC=CC=C3)=CC2=C1 | Attribution: 0.762 | Prediction: 0.989 | MW: 385.9 | LogP: 4.35,LOWEST ATTR (ACTIVE): CHEMBL4067140 | SMILES: CC1=CC=C2N=C(Cl)C(CN3N=NN=C3CSC3=CC=CC=C3)=CC2=C1 | Attribution: 0.716 | Prediction: 0.986 | MW: 381.9 | LogP: 4.52,,,<rdkit.Chem.rdchem.Mol object at 0x000002168BA1E340>,CA,Fungi,scaffold,1.9459101490553132,Moderate
882,228620,C1[C@H](CC[C@H]2C3COC[C@@]12C[C@@H](N1N=CN=N1)C3)C1CCCCC1,6,6,0,0,0,0.7513,0.7558,100.0,6,6,100.0,0.737,0.756,HIGHEST ATTR (ACTIVE): CHEMBL3741220 | SMILES: CC(C)[C@@H](C)[C@@]1(C)CC[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(COC[C@@]4(C)[C@@H](OC[C@@](C)(C(C)C)N(C)C)[C@H](N4N=NC(N)=N4)C5)C3=CC[C@@]2(C)[C@@H]1C(=O)O | Attribution: 0.756 | Prediction: 0.997 | MW: 683.0 | LogP: 6.75,LOWEST ATTR (ACTIVE): CHEMBL3740165 | SMILES: CC(=O)NC1=NN([C@@H]2C[C@@]34COC[C@](C)([C@@H]3CC[C@H]3C4=CC[C@@]4(C)[C@H](C(=O)O)[C@@](C)([C@H](C)C(C)C)CC[C@]34C)[C@H]2OC[C@](C)(N)C(C)C)N=N1 | Attribution: 0.737 | Prediction: 0.997 | MW: 697.0 | LogP: 6.52,,,<rdkit.Chem.rdchem.Mol object at 0x000002168BA1E3B0>,CA,Fungi,scaffold,1.9459101490553132,Moderate
883,231406,C1=CC(CN2C=CN=C2)OC1,6,6,0,0,0,0.7505,0.7616,100.0,6,6,100.0,0.737,0.762,HIGHEST ATTR (ACTIVE): CHEMBL132551 | SMILES: ClC1=CC=C(C2(CN3C=CN=C3)OCC3=CC=C(Cl)C=C32)C(Cl)=C1 | Attribution: 0.762 | Prediction: 0.982 | MW: 379.7 | LogP: 5.32,LOWEST ATTR (ACTIVE): CHEMBL134524 | SMILES: C1=CC=C(C2(CN3C=CN=C3)OCC3=CC=CC=C32)C=C1 | Attribution: 0.737 | Prediction: 0.981 | MW: 276.3 | LogP: 3.36,,,<rdkit.Chem.rdchem.Mol object at 0x000002168BA1E420>,CA,Fungi,scaffold,1.9459101490553132,Moderate
884,236980,C1=C(CC2=CCC[N+]3=CC(=CC(CC4=CC=CC=C4)=C23)COCC2=CC=CC=C2)OCO1,6,6,0,0,0,0.7499,0.7609,100.0,6,6,100.0,0.728,0.761,HIGHEST ATTR (ACTIVE): CHEMBL1269243 | SMILES: COC1=CC=C2C(CC3=CC=C(C(C)C)C=C3)=C3C4=CC5=C(C=C4CC[N+]3=CC2=C1OCC1=CC=C(OC(F)(F)F)C=C1)OCO5 | Attribution: 0.761 | Prediction: 0.955 | MW: 628.7 | LogP: 8.28,LOWEST ATTR (ACTIVE): CHEMBL1269239 | SMILES: COC1=CC=C2C(CC3=CC=C(C(C)C)C=C3)=C3C4=CC5=C(C=C4CC[N+]3=CC2=C1OCC1=CC=CC=C1)OCO5 | Attribution: 0.728 | Prediction: 0.930 | MW: 544.7 | LogP: 7.38,,,<rdkit.Chem.rdchem.Mol object at 0x000002168BA1E490>,CA,Fungi,scaffold,1.9459101490553132,Moderate
885,230034,C1=CC=C(CCNCC2=CSC(C3=CC=CN=C3)=C2)C=C1,6,6,0,0,0,0.7473,0.7602,100.0,6,6,100.0,0.733,0.76,HIGHEST ATTR (ACTIVE): CHEMBL3261663 | SMILES: C[C@@H](N1CCC2=C(C=C(C3=CC=C(C#N)N=C3)S2)C1)[C@](O)(CN1C=NC=N1)C1=CC=C(F)C=C1F | Attribution: 0.760 | Prediction: 0.997 | MW: 492.6 | LogP: 3.89,LOWEST ATTR (ACTIVE): CHEMBL3616818 | SMILES: COC1=CC=C(C2=CC3=C(S2)C(=O)N([C@H](C)[C@](O)(CN2C=NC=N2)C2=CC=C(F)C=C2F)C3)C=N1 | Attribution: 0.733 | Prediction: 0.990 | MW: 497.5 | LogP: 3.62,,,<rdkit.Chem.rdchem.Mol object at 0x000002168BA1E500>,CA,Fungi,scaffold,1.9459101490553132,Moderate
886,230637,C1=CC=C(COC2=CC=C(N3C=C(CCC4=CC=CC=C4)N=N3)C=C2)C=C1,6,6,0,0,0,0.7464,0.7616,100.0,6,6,100.0,0.719,0.762,HIGHEST ATTR (ACTIVE): CHEMBL5194965 | SMILES: C[C@@H](C1=CN(C2=CC=C(OCC3=CC=C(OC(F)(F)F)C=C3)C=C2)N=N1)[C@](O)(CN1C=NC=N1)C1=CC=C(F)C=C1F | Attribution: 0.762 | Prediction: 0.992 | MW: 586.5 | LogP: 5.31,LOWEST ATTR (ACTIVE): CHEMBL5172130 | SMILES: C[C@@H](C1=CN(C2=CC=C(OCC3=CC=C(Cl)C=C3)C=C2)N=N1)[C@](O)(CN1C=NC=N1)C1=CC=C(F)C=C1F | Attribution: 0.719 | Prediction: 0.991 | MW: 537.0 | LogP: 5.06,,,<rdkit.Chem.rdchem.Mol object at 0x000002168BA1E570>,CA,Fungi,scaffold,1.9459101490553132,Moderate
887,233676,C(C1=NN=NN1)C(C1=CC=CC=C1)C1=CC=CC=C1,6,6,0,0,0,0.7396,0.7616,100.0,6,6,100.0,0.681,0.762,HIGHEST ATTR (ACTIVE): CHEMBL4547741 | SMILES: S=C1NC2=C(C3=NN=NN13)C(C1=CC=C(Cl)C=C1)C1=CC=C3C=CC=CC3=C1O2 | Attribution: 0.762 | Prediction: 0.983 | MW: 417.9 | LogP: 5.27,LOWEST ATTR (ACTIVE): CHEMBL4450674 | SMILES: O=[N+]([O-])C1=CC=CC(C2C3=CC=C4C=CC=CC4=C3OC3=C2C2=NN=NN2C(=S)N3)=C1 | Attribution: 0.681 | Prediction: 0.974 | MW: 428.4 | LogP: 4.53,,,<rdkit.Chem.rdchem.Mol object at 0x000002168BA1E5E0>,CA,Fungi,scaffold,1.9459101490553132,Moderate
888,228535,C1=CC=C(CCNCCCCOC2=CC=CC=C2)C=C1,6,6,0,0,0,0.7368,0.7616,100.0,6,6,100.0,0.721,0.762,HIGHEST ATTR (ACTIVE): CHEMBL1078822 | SMILES: CN(CCCCOC1=CC=CC=C1[N+](=O)[O-])CC(O)(CN1C=NC=N1)C1=CC=C(F)C=C1F | Attribution: 0.762 | Prediction: 0.991 | MW: 461.5 | LogP: 3.14,LOWEST ATTR (ACTIVE): CHEMBL1078253 | SMILES: CN(CCCCOC1=CC=C(Cl)C=C1)CC(O)(CN1C=NC=N1)C1=CC=C(F)C=C1F | Attribution: 0.721 | Prediction: 0.994 | MW: 450.9 | LogP: 3.89,,,<rdkit.Chem.rdchem.Mol object at 0x000002168BA1E650>,CA,Fungi,scaffold,1.9459101490553132,Moderate
889,228621,C1=C(CC2CCCCC2C1)[C@@]12COCC(C[C@H](N3N=CN=N3)C1)C2,6,6,0,0,0,0.7363,0.7416,100.0,6,6,100.0,0.726,0.742,HIGHEST ATTR (ACTIVE): CHEMBL3741220 | SMILES: CC(C)[C@@H](C)[C@@]1(C)CC[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(COC[C@@]4(C)[C@@H](OC[C@@](C)(C(C)C)N(C)C)[C@H](N4N=NC(N)=N4)C5)C3=CC[C@@]2(C)[C@@H]1C(=O)O | Attribution: 0.742 | Prediction: 0.997 | MW: 683.0 | LogP: 6.75,LOWEST ATTR (ACTIVE): CHEMBL3740165 | SMILES: CC(=O)NC1=NN([C@@H]2C[C@@]34COC[C@](C)([C@@H]3CC[C@H]3C4=CC[C@@]4(C)[C@H](C(=O)O)[C@@](C)([C@H](C)C(C)C)CC[C@]34C)[C@H]2OC[C@](C)(N)C(C)C)N=N1 | Attribution: 0.726 | Prediction: 0.997 | MW: 697.0 | LogP: 6.52,,,<rdkit.Chem.rdchem.Mol object at 0x000002168BA1E6C0>,CA,Fungi,scaffold,1.9459101490553132,Moderate
890,236985,C1=CC(=[N+]CC1)C(CC1=CC=CC=C1)C1=CC=CC(OCC2=CC=CC=C2)=C1,6,6,0,0,0,0.7317,0.749,100.0,6,6,100.0,0.701,0.749,HIGHEST ATTR (ACTIVE): CHEMBL1269240 | SMILES: COC1=CC=C2C(CC3=CC=C(C(C)C)C=C3)=C3C4=CC5=C(C=C4CC[N+]3=CC2=C1OCC1=CC=C(C(C)C)C=C1)OCO5 | Attribution: 0.749 | Prediction: 0.965 | MW: 586.8 | LogP: 8.50,LOWEST ATTR (ACTIVE): CHEMBL1269244 | SMILES: COC1=CC=C2C(CC3=CC=C(C(C)C)C=C3)=C3C4=CC5=C(C=C4CC[N+]3=CC2=C1OCC1=CC(F)=C(F)C(F)=C1)OCO5 | Attribution: 0.701 | Prediction: 0.931 | MW: 598.6 | LogP: 7.80,,,<rdkit.Chem.rdchem.Mol object at 0x000002168BA1E730>,CA,Fungi,scaffold,1.9459101490553132,Moderate
891,231325,C1=CCC(CO[C@H]2C[C@@H]3CCO[C@@H]3CO2)(C1)C[C@H]1CCCC1,6,6,0,0,0,0.7312,0.7426,100.0,6,6,100.0,0.722,0.743,HIGHEST ATTR (ACTIVE): CHEMBL295645 | SMILES: CC[C@H]1CO[C@H]2[C@@H]1[C@H](O)[C@H](OCC13C[C@@H]4[C@H](C)CC[C@H]4C4(C=O)CC1C=C(C(C)C)C34C(=O)O)O[C@@H]2C | Attribution: 0.743 | Prediction: 0.965 | MW: 516.7 | LogP: 4.07,LOWEST ATTR (ACTIVE): CHEMBL296658 | SMILES: CC[C@@H]1CO[C@H]2[C@@H]1C[C@H](OCC13C[C@@H]4[C@H](C)CC[C@H]4C4(C=O)CC1C=C(C(C)C)C34C(=O)O)O[C@@H]2C | Attribution: 0.722 | Prediction: 0.973 | MW: 500.7 | LogP: 5.10,,,<rdkit.Chem.rdchem.Mol object at 0x000002168BA1E7A0>,CA,Fungi,scaffold,1.9459101490553132,Moderate
892,231380,C1=CC=C(CCN2C=NC3=CC=CC=C3C2)C=C1,6,6,0,0,0,0.7285,0.7616,100.0,6,6,100.0,0.678,0.762,HIGHEST ATTR (ACTIVE): CHEMBL53734 | SMILES: C[C@@H](N1C=NC2=CC(F)=CC=C2C1=O)[C@](O)(CN1C=NC=N1)C1=CC=C(F)C=C1F | Attribution: 0.762 | Prediction: 0.995 | MW: 415.4 | LogP: 2.55,LOWEST ATTR (ACTIVE): CHEMBL58831 | SMILES: C[C@@H](N1C=NC2=CC(I)=CC=C2C1=O)[C@](O)(CN1C=NC=N1)C1=CC=C(F)C=C1F | Attribution: 0.678 | Prediction: 0.995 | MW: 523.3 | LogP: 3.02,,,<rdkit.Chem.rdchem.Mol object at 0x000002168BA1E810>,CA,Fungi,scaffold,1.9459101490553132,Moderate
893,228626,C1=C2[C@H](CC[C@H]3C4COC[C@@]23C[C@@H](N2N=CN=N2)C4)CCC1,6,6,0,0,0,0.7268,0.7321,100.0,6,6,100.0,0.719,0.732,HIGHEST ATTR (ACTIVE): CHEMBL3741220 | SMILES: CC(C)[C@@H](C)[C@@]1(C)CC[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(COC[C@@]4(C)[C@@H](OC[C@@](C)(C(C)C)N(C)C)[C@H](N4N=NC(N)=N4)C5)C3=CC[C@@]2(C)[C@@H]1C(=O)O | Attribution: 0.732 | Prediction: 0.997 | MW: 683.0 | LogP: 6.75,LOWEST ATTR (ACTIVE): CHEMBL3740011 | SMILES: CC(C)[C@@H](C)[C@@]1(C)CC[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(COC[C@@]4(C)[C@@H](OC[C@](C)(N)C(C)C)[C@H](N4N=NC(N)=N4)C5)C3=CC[C@@]2(C)[C@@H]1C(=O)O | Attribution: 0.719 | Prediction: 0.998 | MW: 654.9 | LogP: 6.14,,,<rdkit.Chem.rdchem.Mol object at 0x000002168BA1E880>,CA,Fungi,scaffold,1.9459101490553132,Moderate
894,236987,C1=CC2=C(CC3=CC=CC=C3)C=C(COCC3=CC=CC=C3)C=[N+]2CC1,6,6,0,0,0,0.7258,0.7479,100.0,6,6,100.0,0.687,0.748,HIGHEST ATTR (ACTIVE): CHEMBL1269243 | SMILES: COC1=CC=C2C(CC3=CC=C(C(C)C)C=C3)=C3C4=CC5=C(C=C4CC[N+]3=CC2=C1OCC1=CC=C(OC(F)(F)F)C=C1)OCO5 | Attribution: 0.748 | Prediction: 0.955 | MW: 628.7 | LogP: 8.28,LOWEST ATTR (ACTIVE): CHEMBL1269244 | SMILES: COC1=CC=C2C(CC3=CC=C(C(C)C)C=C3)=C3C4=CC5=C(C=C4CC[N+]3=CC2=C1OCC1=CC(F)=C(F)C(F)=C1)OCO5 | Attribution: 0.687 | Prediction: 0.931 | MW: 598.6 | LogP: 7.80,,,<rdkit.Chem.rdchem.Mol object at 0x000002168BA1E8F0>,CA,Fungi,scaffold,1.9459101490553132,Moderate
895,228625,C(CC1CCCCC1)[C@@]12COCC(C[C@H](N3N=CN=N3)C1)C2,6,6,0,0,0,0.7257,0.7342,100.0,6,6,100.0,0.711,0.734,HIGHEST ATTR (ACTIVE): CHEMBL3741220 | SMILES: CC(C)[C@@H](C)[C@@]1(C)CC[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(COC[C@@]4(C)[C@@H](OC[C@@](C)(C(C)C)N(C)C)[C@H](N4N=NC(N)=N4)C5)C3=CC[C@@]2(C)[C@@H]1C(=O)O | Attribution: 0.734 | Prediction: 0.997 | MW: 683.0 | LogP: 6.75,LOWEST ATTR (ACTIVE): CHEMBL3740165 | SMILES: CC(=O)NC1=NN([C@@H]2C[C@@]34COC[C@](C)([C@@H]3CC[C@H]3C4=CC[C@@]4(C)[C@H](C(=O)O)[C@@](C)([C@H](C)C(C)C)CC[C@]34C)[C@H]2OC[C@](C)(N)C(C)C)N=N1 | Attribution: 0.711 | Prediction: 0.997 | MW: 697.0 | LogP: 6.52,,,<rdkit.Chem.rdchem.Mol object at 0x000002168BA1E960>,CA,Fungi,scaffold,1.9459101490553132,Moderate
