"query_type","rank","fragment_id","fragment_smiles","pathogen_combination","pathogen_count","total_compounds_both_pathogens","total_tp_count","total_tn_count","overall_avg_attribution","overall_max_attribution","avg_activity_rate_percent","pathogen_breakdown"
POSITIVE SCAFFOLDS,1,355,C1=CC2=C(N=C1)NC=CC2,S. aureus + E. coli (NOT C. albicans),2,622,609,13,0.6759,0.7616,97.60,"e_coli: 270 compounds (257 TP, 13 TN) | Avg Attr: 0.658 | Activity: 95.19% || s_aureus: 352 compounds (352 TP, 0 TN) | Avg Attr: 0.694 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4489,109504,C1=CC=C(N2C=C(COC3=CC=C(C4=NC5=CC(C6=NCCN6)=CC=C5N4)C=C3)N=N2)C=C1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6710,0.7003,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.687 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.655 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4490,69096,C(CNCCNC1=CC=C2CC=CN(C3CC3)C2=C1)C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6708,0.7441,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.650 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.692 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4491,40608,C(\C=N/NCN/N=C1\CNC=C1)NCC1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6705,0.7465,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.702 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.639 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4492,5363,C(C1=CC=CC=C1)=NN(C1=NC(C2=CC3=CC=CC=C3OC2)=CS1)CC1=CC2=CC=CC=C2N=C1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6704,0.7302,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.729 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.611 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4493,20216,C1=CC2=CC3=CC=CC(OCCCN4C=CN=C4)=C3C=[N+]2CC1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6700,0.7293,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.686 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.654 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4494,70866,C1=NC=CC(=C1)CCC12CCC(NCC3=CC4=C(C=C3)OCCO4)(CC1)CO2,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6697,0.7018,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.644 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.696 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4495,46172,C(=N/NC1=NC2=CC=CC=C2S1)\C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6693,0.7047,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.697 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.642 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4496,72413,C1=CC(CC2=NN=CS2)=C(SN2CCCCC2)C=C1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6685,0.7616,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.593 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.744 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4497,46385,C1=CC=C2C(=[N+]CCC2=C1)CC1=CC=CC(OCCCN2C=NC3=CC=CC=C32)=C1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6682,0.6985,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.694 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.643 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4498,755,C1NC2=CC=CC=C2C1C1CNC2=CC=CC=C21,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6666,0.7410,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.606 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.728 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4499,51397,C1=CN(C2CC2)C2=C(C1)C=CC(N1CCCC(NCCCN3C=CN=C3)C1)=C2,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6662,0.7202,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.686 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.647 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4500,20703,C1CCN1C=CSC1=NC(C2=CC=CC=C2)=CS1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6658,0.7448,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.604 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.728 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4501,123457,C1=CC=C(N[C@H]2CC[C@H](NCCN3CC=CC4=NC=CC=C43)CC2)N=C1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6653,0.7565,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.671 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.660 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4502,21722,C(CN1C=CC=C1)N[C@@H]1CN2C=C(CSC3=NN=CS3)CS[C@H]12,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6649,0.7072,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.637 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.692 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4503,40601,C(\C=N/NCN/N=C\CNCC1=CC=CC=C1)NCC1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6635,0.7371,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.684 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.643 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4504,46375,C1=CC(OCCCN2C=NC3=CC=CC=C32)=CC(=C1)CC1=[N+]CCC2=CC3=C(C=C12)OCO3,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6634,0.6877,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.671 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.656 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4505,46374,C1=C(CC2=CCC[N+]3=CC4=C(OCCCN5C=NC6=CC=CC=C65)C=CC=C4C=C23)OCO1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6634,0.6877,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.671 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.656 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4506,69093,C(CN1CCN(C2=CC=C3CC=CN(C4CC4)C3=C2)CC1)C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6633,0.7284,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.650 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.677 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4507,68681,C1=CC=C(CNN2CNN=C2CC2=CC=CC=C2)C=C1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6632,0.6809,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.672 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.654 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4508,46386,C1=C(CC2=CCC[N+]3=C2C=CC(=C3)COCCCN2C=NC3=CC=CC=C32)OCO1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6630,0.7039,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.658 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.668 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4509,99338,C1=CN(C2CC2)C2=C(C1)C1=C(N=NN1)C(N1CCCCC1)=C2,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6630,0.7616,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.564 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.762 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4510,6994,C1C[C@H](CO1)CCC1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6625,0.7598,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.685 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.640 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4511,22629,C1=CNC2=CC(NCCNCC3CO3)=CC=C2C1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6623,0.7476,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.605 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.720 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4512,51759,C1C=CC2=C(CC3=CC=CC=C3O2)C1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6620,0.7333,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.721 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.603 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4513,41939,C1CCNC=C(C1)C1=CCC=CN1C1CC1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6619,0.7152,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.652 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.671 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4514,41944,C1CC(=CN2CCCC2C1)C1=CCC=CN1C1CC1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6613,0.7023,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.657 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.665 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4515,123454,C1O[C@H]2C[C@@H](NCCN3CC=CC4=NC=CC=C43)CC[C@@H]2N1C1=CC=CC=N1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6608,0.7337,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.647 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.675 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4516,2844,C(=C/N1C=CN=C1)\C1=C(C=CC=C1)CC1C=CCCN1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6603,0.7512,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.735 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.585 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4517,95310,C1=CC=C(CN2C=NN(CN3CCN(C4=CC(=CC=C4)NC4CC4)CC3)C2)C=C1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6603,0.6722,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.660 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.661 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4518,52010,C(CN1CCN(C2=C3C=CC=C4CNCC(=C43)C=C2)CC1)C1=CSC=N1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6601,0.7272,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.693 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.628 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4519,93903,C1=CCN(CCN2CC[C@@H](NCC3=CC4=C(C=N3)OCCO4)CC2)C=C1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6601,0.7195,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.622 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.698 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4520,51827,C1=COCC(=C1)CC1=CCOC2=C1C=CC=C2,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6598,0.7106,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.633 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.687 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4521,56787,C(/C=C/C1=CN=C2NCC3(CCNCC3)CC2=C1)NCC1=CC2=CC=CC=C2S1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6590,0.7401,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.601 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.717 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4522,27009,C(NC=NN1C=NN=C1)C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6583,0.7335,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.700 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.616 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4523,34240,C1=C/C(=N/N=C\C2=NC3=CC=CC=C3CN2)C=C1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6583,0.7440,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.614 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.703 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4524,91674,C1NN=C(C2=CNC3=CC(N4CCNCC4)=CC=C3C2)N1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6578,0.6869,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.672 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.644 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4525,79254,C(NC1=NC2=C(C=CC=C2)S1)C1=CC=CN1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6575,0.7616,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.627 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.688 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4526,24141,C(CSC1=NC=CC(NC2=CC=CC=C2)=N1)O[C@@H]1CCCCC2CCCC1C2,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6573,0.7616,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.559 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.755 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4527,41940,C1CC(=CN2CCCC2C1)C1=CCC=CN1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6570,0.7168,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.681 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.632 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4528,86686,C(NCCNC1=CC(=CC=C1)NC1CC1)OCC1=CNCS1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6566,0.7158,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.604 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.709 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4529,41934,C1CCNC=C(C1)C1=CCC=CN1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6566,0.7172,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.680 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.633 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4530,34241,C1=CC2=CC=CC=C2/C1=N\N=C/C1=NC=CCN1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6565,0.7418,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.614 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.699 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4531,54539,C(CNC1=CNCNC1)OCC1=CNN=N1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6560,0.7452,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.697 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.615 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4532,47486,C(CNC1=CNCNC1)NCCOCC1=CN(CC2CCC(N3C=CCNC3)O2)N=N1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6558,0.7505,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.710 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.602 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4533,54547,C(CNC1=CNCNC1)OCC1=CN(CC2CCC(N3C=CCNC3)O2)N=N1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6554,0.7534,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.718 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.593 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4534,2842,C(=C/N1C=CN=C1)\C1=C2CC3C=CCCN3CC2=CC=C1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6551,0.7480,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.733 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.577 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4535,63865,C1=NC2=CC(SC3=NC=C4C=CNC4=N3)=CC=C2C=N1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6547,0.7197,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.616 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.693 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4536,68684,C1CSC(C2=CC=CC=C2)N1N1CNN=C1CC1=CC=CC=C1NC1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6547,0.7315,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.589 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.720 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4537,56784,C(/C=C/C1=CN=CC(=C1)CC1CCNCC1)NCC1=CC=CS1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6546,0.7492,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.569 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.741 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4538,98403,C1C[C@H]2SC(CN3CCCCC3)=CN12,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6543,0.7298,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.584 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.724 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4539,65557,C1=CC2=C3C(=C1N1CCCC1)OCC1=CSC(=CC2)N13,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6542,0.7163,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.668 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.640 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4540,86682,C(OCC1=CNCS1)N1CCN(C2=CC(=CC=C2)NC2CC2)CC1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6539,0.7127,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.603 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.704 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4541,23331,C(=N/N1C=NN2CC3=CC=CC=C3N=C12)\C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6521,0.7587,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.752 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.553 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4542,79586,C(NCCNC1=CC(=CC=C1)NC1CC1)OCC=CN1CCC1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6516,0.7505,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.603 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.700 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4543,20219,C1=CC2=[N+](C=C(COCCCN3C=CN=C3)C=C2)CC1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6512,0.7160,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.685 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.617 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4544,42919,C1=C(SCCCCSC2=NC=CC=N2)CCN1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6505,0.7223,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.579 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.722 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4545,47501,C(CNC1=CNCNC1)NCCOCC1=CNN=N1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6501,0.7529,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.682 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.618 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4546,99835,C1NCC2=C3C1=CC=CC3=C(N/N=C/CC1=CC=CC=C1)C=C2,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6492,0.7616,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.614 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.684 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4547,123950,C1=C(C[N+]2=CC=C(C3=CNC=C3)C=C2)CSCN1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6476,0.7210,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.580 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.716 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4548,52008,C(CC1=CSC=N1)NCCNC1=C2C=CC=C3CNCC(=C32)C=C1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6474,0.7234,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.689 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.605 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4549,34228,C1=CC2=CC=CC=C2/C1=N\N=C1\C2=CC=CC=C2N2CC3=CC=CC=C3N=C12,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6471,0.7321,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.586 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.708 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4550,65556,C1=CN2C(=CCC3=C2C=C(N2CCCC2)C=C3)S1,S. aureus + E. coli (NOT C. albicans),2,7,6,1,0.6461,0.7105,87.50,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.665 | Activity: 100.00% || s_aureus: 4 compounds (3 TP, 1 TN) | Avg Attr: 0.627 | Activity: 75.00%"
POSITIVE SCAFFOLDS,4551,21723,C(CN1C=CC=C1)N[C@@H]1CN(C=CCSC2=NN=CS2)C1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6456,0.6949,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.610 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.681 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4552,60993,C1=CC2=NC=C(C3=NN=CN3)C(N3CCNCC3)=C2C=C1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6456,0.7318,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.681 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.610 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4553,54545,C(CN1C=NC2=C1CNCN2)OCC1=CNN=N1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6433,0.7417,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.668 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.619 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4554,66235,C1NCC(CC2=CC=CC3=CC=CC=C23)(CC2=CC=CC3=CC=CC=C23)CN1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6427,0.7328,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.635 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.650 | Activity: 100.00%"
POSITIVE SCAFFOLDS,4555,51821,C1=COCC(=C1)CC1=CCOC2=C1C=CC1=CC=CC=C12,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.6426,0.7015,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.607 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.678 | Activity: 100.00%"
