"query_type","rank","fragment_id","fragment_smiles","pathogen_combination","pathogen_count","total_compounds_both_pathogens","total_tp_count","total_tn_count","overall_avg_attribution","overall_max_attribution","avg_activity_rate_percent","pathogen_breakdown"
POSITIVE SUBSTITUENTS,1,2250,N-C-CF,S. aureus + E. coli (NOT C. albicans),2,469,469,0,0.3570,0.3808,100.00,"e_coli: 182 compounds (182 TP, 0 TN) | Avg Attr: 0.350 | Activity: 100.00% || s_aureus: 287 compounds (287 TP, 0 TN) | Avg Attr: 0.364 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,638,55856,CC(=O)N/C=C/SC(=CC(=O)[O-])C,S. aureus + E. coli (NOT C. albicans),2,7,7,0,0.3057,0.3771,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.244 | Activity: 100.00% || s_aureus: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.367 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,639,69087,CC-C-C(OC)-N,S. aureus + E. coli (NOT C. albicans),2,7,7,0,0.3045,0.3798,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.346 | Activity: 100.00% || s_aureus: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.263 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,640,39306,N[C@@H](C(=O)NCC=O)C1=CC=C2OCCC2=C1,S. aureus + E. coli (NOT C. albicans),2,7,7,0,0.3012,0.3469,100.00,"e_coli: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.286 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.316 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,641,56330,N=C(N)C1=CC=CN=C1,S. aureus + E. coli (NOT C. albicans),2,7,7,0,0.2953,0.3335,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.318 | Activity: 100.00% || s_aureus: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.272 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,642,9425,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CN-C-N,S. aureus + E. coli (NOT C. albicans),2,8,7,1,0.2820,0.3689,90.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.250 | Activity: 100.00% || s_aureus: 5 compounds (4 TP, 1 TN) | Avg Attr: 0.314 | Activity: 80.00%"
POSITIVE SUBSTITUENTS,643,8251,NC1=NC=CN1,S. aureus + E. coli (NOT C. albicans),2,7,7,0,0.2816,0.3165,100.00,"e_coli: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.255 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.308 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,644,40523,C=C(C(=O)O)C(=O)CCC(F)C=NN,S. aureus + E. coli (NOT C. albicans),2,7,7,0,0.2739,0.3059,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.246 | Activity: 100.00% || s_aureus: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.302 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,645,18874,SC1=CC=C2C=CC=CC2=C1,S. aureus + E. coli (NOT C. albicans),2,7,7,0,0.2737,0.3428,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.339 | Activity: 100.00% || s_aureus: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.208 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,646,38292,CC(C)OS(=O)(=O)[O-],S. aureus + E. coli (NOT C. albicans),2,7,7,0,0.2694,0.3538,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.194 | Activity: 100.00% || s_aureus: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.345 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,647,32311,C=CCN[C@H](C1=CC=CC=C1)C,S. aureus + E. coli (NOT C. albicans),2,7,7,0,0.2671,0.3049,100.00,"e_coli: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.266 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.269 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,648,35901,CCCCCCOC1=CC=C2C=CC(=O)OC2=C1,S. aureus + E. coli (NOT C. albicans),2,7,7,0,0.2630,0.2923,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.285 | Activity: 100.00% || s_aureus: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.241 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,649,71602,FC(F)(F)C1=CC=CC2=C1NC(C(F)(F)F)CC2,S. aureus + E. coli (NOT C. albicans),2,7,7,0,0.2560,0.3584,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.347 | Activity: 100.00% || s_aureus: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.165 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,650,44162,O=S(=O)CC1=CC=C(Br)C=C1,S. aureus + E. coli (NOT C. albicans),2,7,7,0,0.2453,0.3808,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.128 | Activity: 100.00% || s_aureus: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.362 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,651,138617,CC(-N)-C-CNC(=O)CN1CCN(C)CC1,S. aureus + E. coli (NOT C. albicans),2,7,7,0,0.2354,0.2596,100.00,"e_coli: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.245 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.225 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,652,42160,N#CCSCC(N)=O,S. aureus + E. coli (NOT C. albicans),2,7,7,0,0.2338,0.3506,100.00,"e_coli: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.184 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.284 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,653,112346,C=N\NC(=N)N,S. aureus + E. coli (NOT C. albicans),2,7,7,0,0.2237,0.2960,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.224 | Activity: 100.00% || s_aureus: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.223 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,654,65658,NC1=NC=C(/C(=N/O)C(=O)NCC=O)S1,S. aureus + E. coli (NOT C. albicans),2,7,7,0,0.2205,0.3500,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.110 | Activity: 100.00% || s_aureus: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.332 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,655,52078,C-C(Cl)-N,S. aureus + E. coli (NOT C. albicans),2,7,7,0,0.2205,0.2914,100.00,"e_coli: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.284 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.157 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,656,5608,CC[C@H](/C=C/[C@@H](C)[C@H]1CCC[C@]1(C)CC)C(C)C,S. aureus + E. coli (NOT C. albicans),2,7,7,0,0.2081,0.2735,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.226 | Activity: 100.00% || s_aureus: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.190 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,657,78636,NC[C@H](NC=O)C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,7,7,0,0.2069,0.2458,100.00,"e_coli: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.199 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.215 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,658,52198,O=CC1=NC=CN1,S. aureus + E. coli (NOT C. albicans),2,7,7,0,0.2002,0.2640,100.00,"e_coli: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.217 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.183 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,659,49924,CC(C)=CCC1=CC=CC2=C1C(=CN2)C,S. aureus + E. coli (NOT C. albicans),2,7,7,0,0.1992,0.2978,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.124 | Activity: 100.00% || s_aureus: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.274 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,660,61033,CNC(=O)CN,S. aureus + E. coli (NOT C. albicans),2,8,7,1,0.1961,0.3808,87.50,"e_coli: 4 compounds (3 TP, 1 TN) | Avg Attr: 0.223 | Activity: 75.00% || s_aureus: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.169 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,661,7716,C=C/C(=O)C1=CC=CC(NCCN(C)C)=C1,S. aureus + E. coli (NOT C. albicans),2,7,7,0,0.1959,0.2586,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.229 | Activity: 100.00% || s_aureus: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.163 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,662,51558,CN[C@@H]1CC[C@@H]([C@@H](O)[C@H](O)C2=C(F)C=CC3=NC=C(OC)N=C23)OC1,S. aureus + E. coli (NOT C. albicans),2,7,7,0,0.1943,0.2933,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.264 | Activity: 100.00% || s_aureus: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.125 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,663,5612,CCC[C@H](C)/C=C/[C@@H](CC)C(C)C,S. aureus + E. coli (NOT C. albicans),2,7,7,0,0.1884,0.2696,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.229 | Activity: 100.00% || s_aureus: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.148 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,664,2675,NC(=O)\C=N/NC1=NC2=CC=CC=C2NC1=O,S. aureus + E. coli (NOT C. albicans),2,7,7,0,0.1867,0.2234,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.162 | Activity: 100.00% || s_aureus: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.211 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,665,12914,CC1=NN=C(NC2=CC=C(C(F)(F)F)C=C2)S1,S. aureus + E. coli (NOT C. albicans),2,7,7,0,0.1765,0.2518,100.00,"e_coli: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.203 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.150 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,666,49541,CC1(C)OC(=O)C(=CC-C-N)C(=O)O1,S. aureus + E. coli (NOT C. albicans),2,7,7,0,0.1724,0.2342,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.136 | Activity: 100.00% || s_aureus: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.209 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,667,14084,CC(C)C1=CSC(C2=NN=CO2)=N1,S. aureus + E. coli (NOT C. albicans),2,7,7,0,0.1646,0.2106,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.205 | Activity: 100.00% || s_aureus: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.125 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,668,32575,CCC1=NC(N)=NC(N)=C1C#CCC,S. aureus + E. coli (NOT C. albicans),2,7,7,0,0.1643,0.2068,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.195 | Activity: 100.00% || s_aureus: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.134 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,669,4160,CC1=NC2=CC=CC=C2N1CC1=NN=CO1,S. aureus + E. coli (NOT C. albicans),2,7,7,0,0.1632,0.2206,100.00,"e_coli: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.197 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.129 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,670,108465,S=CNC1=CC=NC2=CC(Cl)=CC=C12,S. aureus + E. coli (NOT C. albicans),2,7,7,0,0.1607,0.2483,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.116 | Activity: 100.00% || s_aureus: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.206 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,671,108462,S=C(NC1=CC=NC2=CC(Cl)=CC=C12)N1CCNCC1,S. aureus + E. coli (NOT C. albicans),2,7,7,0,0.1558,0.2148,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.155 | Activity: 100.00% || s_aureus: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.157 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,672,68224,C=CCO/N=C(\C(=O)NCC=O)C1=CSC(N)=N1,S. aureus + E. coli (NOT C. albicans),2,7,7,0,0.1545,0.3703,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.123 | Activity: 100.00% || s_aureus: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.186 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,673,66650,NC(=O)C1=CC(I)=CC(I)=C1O,S. aureus + E. coli (NOT C. albicans),2,7,7,0,0.1536,0.2055,100.00,"e_coli: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.167 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.140 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,674,168406,N=C(N)N/N=C/C-C-NCC1=CC=CC2=CC=CC=C12,S. aureus + E. coli (NOT C. albicans),2,7,7,0,0.1518,0.1663,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.146 | Activity: 100.00% || s_aureus: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.158 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,675,93593,COC1=C(N(C)C)C(F)=CC2=C1N(C1=CC=C(O)C=C1)C=C(C(=O)O)C2=O,S. aureus + E. coli (NOT C. albicans),2,7,7,0,0.1518,0.1699,100.00,"e_coli: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.142 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.162 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,676,39543,CN(C1=CC2=C(C=C1F)C(=O)C(C(=O)O)=CN2C1=CC=C(O)C=C1)C,S. aureus + E. coli (NOT C. albicans),2,7,7,0,0.1394,0.1794,100.00,"e_coli: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.112 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.167 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,677,1083,COC1=CC=C2OC(=O)C=C(CCC(=O)O)C2=C1,S. aureus + E. coli (NOT C. albicans),2,7,7,0,0.1341,0.1794,100.00,"e_coli: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.130 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.138 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,678,46734,COC1=CC=C(C2=CSC(N3N=CCC3C3=CC=CO3)=N2)C=C1,S. aureus + E. coli (NOT C. albicans),2,7,7,0,0.1200,0.1584,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.111 | Activity: 100.00% || s_aureus: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.129 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,679,26913,C-C(C(=O)O)-C(=O)-C-C-C(F)-CN1CCNCC1,S. aureus + E. coli (NOT C. albicans),2,7,7,0,0.1189,0.1337,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.121 | Activity: 100.00% || s_aureus: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.116 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,680,16064,CC1=C(F)C=NC2=C1C(=O)C(C(=O)O)=CN2C(C)(C)C,S. aureus + E. coli (NOT C. albicans),2,7,7,0,0.1154,0.1317,100.00,"e_coli: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.114 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.117 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,681,575,CN1C2=CC=CC=C2SC2=CC(COCC3=CN(C)N=N3)=CC=C21,S. aureus + E. coli (NOT C. albicans),2,7,7,0,0.1125,0.1324,100.00,"e_coli: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.108 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.117 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,682,2400,C\C=N\OC(=O)C1=CC=C(Cl)C=C1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.3792,0.3808,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.380 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.378 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,683,108386,C\C=N\OC(=O)C1=CC=CO1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.3784,0.3808,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.380 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.376 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,684,59612,N/N=C1/C=C(O)CCC1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.3765,0.3808,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.375 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.378 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,685,128543,C\C=N\OC(=O)C1=CC=CC=C1C,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.3765,0.3808,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.381 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.372 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,686,56894,C=CC(=O)O/N=C/C,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.3763,0.3808,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.376 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.377 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,687,24133,COC1=CC=CC=C1C1=NC=NO1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.3751,0.3808,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.377 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.373 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,688,23293,C=N/N=C(C)/C=C(\O)OCC,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.3707,0.3808,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.380 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.362 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,689,57370,CC(CC=O)OS(=O)(=O)[O-],S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.3680,0.3744,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.365 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.371 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,690,52744,C-C-C(N1CCNCC1)-C,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.3668,0.3808,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.371 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.363 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,691,52855,CN1CC(F)C1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.3661,0.3772,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.375 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.357 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,692,103033,CC1=CC=C(C=O)C=N1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.3657,0.3730,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.369 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.362 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,693,81539,CSC(=S)N(C)CC(N)=O,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.3649,0.3808,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.349 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.381 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,694,11310,CC-C(F)-C(N1CCNCC1)-N,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.3629,0.3808,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.379 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.347 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,695,23292,CCO/C(O)=C/C(C)=N/N,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.3623,0.3808,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.371 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.354 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,696,17697,C-C(N1CCNCC1)-C(F)-CC,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.3613,0.3808,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.379 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.344 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,697,2358,C\C=N\OC(=O)C1=CC=CC=C1[N+](=O)[O-],S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.3582,0.3808,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.381 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.336 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,698,39095,C-C(F)-C(C)-CCCCC,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.3555,0.3708,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.364 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.347 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,699,55204,N/N=C/C1=CC(Cl)=CC=C1O,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.3553,0.3808,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.381 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.330 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,700,57312,C-C(F)-C(Cl)-CS,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.3542,0.3808,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.381 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.328 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,701,28515,C-C(N)-C(N1CCSCC1)-C,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.3533,0.3808,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.380 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.326 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,702,122174,C-C(F)-C(N1CCNCC1)-CCl,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.3506,0.3808,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.381 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.320 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,703,14390,C-C(F)-C(N1CCN(C(=O)CC)CC1)-C,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.3486,0.3808,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.377 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.321 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,704,58391,C-C(F)-C(N1CCN(O)CC1)-C,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.3478,0.3808,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.364 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.332 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,705,33809,NC[C@H]1OCC[C@H]1S,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.3478,0.3709,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.357 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.338 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,706,64899,CCC1=NOC(C2=CC=CC=C2)=N1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.3460,0.3808,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.373 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.319 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,707,26575,CC1=CC=CC(CSC2=NN=CO2)=C1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.3453,0.3805,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.373 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.318 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,708,27631,CC1=CC(OCC2=CC=CC=C2)=CC=C1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.3424,0.3808,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.314 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.371 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,709,73816,O=CC1=CN=CN1,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.3415,0.3808,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.344 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.339 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,710,73007,C-C(N)-C(N1CCN(C)CC1)-CC,S. aureus + E. coli (NOT C. albicans),2,6,6,0,0.3411,0.3808,100.00,"e_coli: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.380 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.302 | Activity: 100.00%"
